adapter_id,backbone,base_checkpoint_identity,base_checkpoint_sha256,source_run,source_checkpoint,source_checkpoint_bytes,source_checkpoint_sha256,source_config,source_config_sha256,fold,seed,tissue_domain,trainable_parameter_count,adapter_parameter_tensor_count,adapter_parameter_names,mutable_buffer_tensor_count,mutable_buffer_names,serialized_bytes,adapter_path,adapter_sha256,export_timestamp,verification_timestamp,verification_status,state_reconstruction,forward_verification,verification_record,safe_to_delete,deletion_status,preserved_run_files
cellvit-256-x40/klt/slideind/folda/seed42,CellViT-256-x40,CellViT-256-x40.pth,ee3986922fc500353db3d7692c566e19e1c694c8f10e47cf49dfd90160fc3b2b,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-25T114238_sthelar40x_klt_5class_slideind_foldA_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-25T114238_sthelar40x_klt_5class_slideind_foldA_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/checkpoints/checkpoint_10.pth,191842847,41e7ccaf3483407cf5e56170dd46eebf16089375edbd0a905df98d88008d2bef,configs/slide_exp/training/training_sthelar40x_klt_5class_slideind_foldA_cellvit256_lora_adaptformer_heads_seed42.yaml,5442e8f592c38d983821b9801deec8e91e223f13e9dc53b1af38e0e5040231ee,A,42,KLT,374198,114,encoder.blocks.0.attn.qkv.adapter_q_down.weight;encoder.blocks.0.attn.qkv.adapter_q_up.weight;encoder.blocks.0.attn.qkv.adapter_v_down.weight;encoder.blocks.0.attn.qkv.adapter_v_up.weight;encoder.blocks.0.mlp.adapter_alpha;encoder.blocks.0.mlp.adapter_downsample.bias;encoder.blocks.0.mlp.adapter_downsample.weight;encoder.blocks.0.mlp.adapter_upsample.bias;encoder.blocks.0.mlp.adapter_upsample.weight;encoder.blocks.1.attn.qkv.adapter_q_down.weight;encoder.blocks.1.attn.qkv.adapter_q_up.weight;encoder.blocks.1.attn.qkv.adapter_v_down.weight;encoder.blocks.1.attn.qkv.adapter_v_up.weight;encoder.blocks.1.mlp.adapter_alpha;encoder.blocks.1.mlp.adapter_downsample.bias;encoder.blocks.1.mlp.adapter_downsample.weight;encoder.blocks.1.mlp.adapter_upsample.bias;encoder.blocks.1.mlp.adapter_upsample.weight;encoder.blocks.10.attn.qkv.adapter_q_down.weight;encoder.blocks.10.attn.qkv.adapter_q_up.weight;encoder.blocks.10.attn.qkv.adapter_v_down.weight;encoder.blocks.10.attn.qkv.adapter_v_up.weight;encoder.blocks.10.mlp.adapter_alpha;encoder.blocks.10.mlp.adapter_downsample.bias;encoder.blocks.10.mlp.adapter_downsample.weight;encoder.blocks.10.mlp.adapter_upsample.bias;encoder.blocks.10.mlp.adapter_upsample.weight;encoder.blocks.11.attn.qkv.adapter_q_down.weight;encoder.blocks.11.attn.qkv.adapter_q_up.weight;encoder.blocks.11.attn.qkv.adapter_v_down.weight;encoder.blocks.11.attn.qkv.adapter_v_up.weight;encoder.blocks.11.mlp.adapter_alpha;encoder.blocks.11.mlp.adapter_downsample.bias;encoder.blocks.11.mlp.adapter_downsample.weight;encoder.blocks.11.mlp.adapter_upsample.bias;encoder.blocks.11.mlp.adapter_upsample.weight;encoder.blocks.2.attn.qkv.adapter_q_down.weight;encoder.blocks.2.attn.qkv.adapter_q_up.weight;encoder.blocks.2.attn.qkv.adapter_v_down.weight;encoder.blocks.2.attn.qkv.adapter_v_up.weight;encoder.blocks.2.mlp.adapter_alpha;encoder.blocks.2.mlp.adapter_downsample.bias;encoder.blocks.2.mlp.adapter_downsample.weight;encoder.blocks.2.mlp.adapter_upsample.bias;encoder.blocks.2.mlp.adapter_upsample.weight;encoder.blocks.3.attn.qkv.adapter_q_down.weight;encoder.blocks.3.attn.qkv.adapter_q_up.weight;encoder.blocks.3.attn.qkv.adapter_v_down.weight;encoder.blocks.3.attn.qkv.adapter_v_up.weight;encoder.blocks.3.mlp.adapter_alpha;encoder.blocks.3.mlp.adapter_downsample.bias;encoder.blocks.3.mlp.adapter_downsample.weight;encoder.blocks.3.mlp.adapter_upsample.bias;encoder.blocks.3.mlp.adapter_upsample.weight;encoder.blocks.4.attn.qkv.adapter_q_down.weight;encoder.blocks.4.attn.qkv.adapter_q_up.weight;encoder.blocks.4.attn.qkv.adapter_v_down.weight;encoder.blocks.4.attn.qkv.adapter_v_up.weight;encoder.blocks.4.mlp.adapter_alpha;encoder.blocks.4.mlp.adapter_downsample.bias;encoder.blocks.4.mlp.adapter_downsample.weight;encoder.blocks.4.mlp.adapter_upsample.bias;encoder.blocks.4.mlp.adapter_upsample.weight;encoder.blocks.5.attn.qkv.adapter_q_down.weight;encoder.blocks.5.attn.qkv.adapter_q_up.weight;encoder.blocks.5.attn.qkv.adapter_v_down.weight;encoder.blocks.5.attn.qkv.adapter_v_up.weight;encoder.blocks.5.mlp.adapter_alpha;encoder.blocks.5.mlp.adapter_downsample.bias;encoder.blocks.5.mlp.adapter_downsample.weight;encoder.blocks.5.mlp.adapter_upsample.bias;encoder.blocks.5.mlp.adapter_upsample.weight;encoder.blocks.6.attn.qkv.adapter_q_down.weight;encoder.blocks.6.attn.qkv.adapter_q_up.weight;encoder.blocks.6.attn.qkv.adapter_v_down.weight;encoder.blocks.6.attn.qkv.adapter_v_up.weight;encoder.blocks.6.mlp.adapter_alpha;encoder.blocks.6.mlp.adapter_downsample.bias;encoder.blocks.6.mlp.adapter_downsample.weight;encoder.blocks.6.mlp.adapter_upsample.bias;encoder.blocks.6.mlp.adapter_upsample.weight;encoder.blocks.7.attn.qkv.adapter_q_down.weight;encoder.blocks.7.attn.qkv.adapter_q_up.weight;encoder.blocks.7.attn.qkv.adapter_v_down.weight;encoder.blocks.7.attn.qkv.adapter_v_up.weight;encoder.blocks.7.mlp.adapter_alpha;encoder.blocks.7.mlp.adapter_downsample.bias;encoder.blocks.7.mlp.adapter_downsample.weight;encoder.blocks.7.mlp.adapter_upsample.bias;encoder.blocks.7.mlp.adapter_upsample.weight;encoder.blocks.8.attn.qkv.adapter_q_down.weight;encoder.blocks.8.attn.qkv.adapter_q_up.weight;encoder.blocks.8.attn.qkv.adapter_v_down.weight;encoder.blocks.8.attn.qkv.adapter_v_up.weight;encoder.blocks.8.mlp.adapter_alpha;encoder.blocks.8.mlp.adapter_downsample.bias;encoder.blocks.8.mlp.adapter_downsample.weight;encoder.blocks.8.mlp.adapter_upsample.bias;encoder.blocks.8.mlp.adapter_upsample.weight;encoder.blocks.9.attn.qkv.adapter_q_down.weight;encoder.blocks.9.attn.qkv.adapter_q_up.weight;encoder.blocks.9.attn.qkv.adapter_v_down.weight;encoder.blocks.9.attn.qkv.adapter_v_up.weight;encoder.blocks.9.mlp.adapter_alpha;encoder.blocks.9.mlp.adapter_downsample.bias;encoder.blocks.9.mlp.adapter_downsample.weight;encoder.blocks.9.mlp.adapter_upsample.bias;encoder.blocks.9.mlp.adapter_upsample.weight;hv_map_decoder.decoder0_header.2.bias;hv_map_decoder.decoder0_header.2.weight;nuclei_binary_map_decoder.decoder0_header.2.bias;nuclei_binary_map_decoder.decoder0_header.2.weight;nuclei_type_maps_decoder.decoder0_header.2.bias;nuclei_type_maps_decoder.decoder0_header.2.weight,105,decoder0.0.block.1.num_batches_tracked;decoder0.0.block.1.running_mean;decoder0.0.block.1.running_var;decoder0.1.block.1.num_batches_tracked;decoder0.1.block.1.running_mean;decoder0.1.block.1.running_var;decoder1.0.block.2.num_batches_tracked;decoder1.0.block.2.running_mean;decoder1.0.block.2.running_var;decoder1.1.block.2.num_batches_tracked;decoder1.1.block.2.running_mean;decoder1.1.block.2.running_var;decoder1.2.block.2.num_batches_tracked;decoder1.2.block.2.running_mean;decoder1.2.block.2.running_var;decoder2.0.block.2.num_batches_tracked;decoder2.0.block.2.running_mean;decoder2.0.block.2.running_var;decoder2.1.block.2.num_batches_tracked;decoder2.1.block.2.running_mean;decoder2.1.block.2.running_var;decoder3.0.block.2.num_batches_tracked;decoder3.0.block.2.running_mean;decoder3.0.block.2.running_var;hv_map_decoder.decoder0_header.0.block.1.num_batches_tracked;hv_map_decoder.decoder0_header.0.block.1.running_mean;hv_map_decoder.decoder0_header.0.block.1.running_var;hv_map_decoder.decoder0_header.1.block.1.num_batches_tracked;hv_map_decoder.decoder0_header.1.block.1.running_mean;hv_map_decoder.decoder0_header.1.block.1.running_var;hv_map_decoder.decoder1_upsampler.0.block.1.num_batches_tracked;hv_map_decoder.decoder1_upsampler.0.block.1.running_mean;hv_map_decoder.decoder1_upsampler.0.block.1.running_var;hv_map_decoder.decoder1_upsampler.1.block.1.num_batches_tracked;hv_map_decoder.decoder1_upsampler.1.block.1.running_mean;hv_map_decoder.decoder1_upsampler.1.block.1.running_var;hv_map_decoder.decoder2_upsampler.0.block.1.num_batches_tracked;hv_map_decoder.decoder2_upsampler.0.block.1.running_mean;hv_map_decoder.decoder2_upsampler.0.block.1.running_var;hv_map_decoder.decoder2_upsampler.1.block.1.num_batches_tracked;hv_map_decoder.decoder2_upsampler.1.block.1.running_mean;hv_map_decoder.decoder2_upsampler.1.block.1.running_var;hv_map_decoder.decoder3_upsampler.0.block.1.num_batches_tracked;hv_map_decoder.decoder3_upsampler.0.block.1.running_mean;hv_map_decoder.decoder3_upsampler.0.block.1.running_var;hv_map_decoder.decoder3_upsampler.1.block.1.num_batches_tracked;hv_map_decoder.decoder3_upsampler.1.block.1.running_mean;hv_map_decoder.decoder3_upsampler.1.block.1.running_var;hv_map_decoder.decoder3_upsampler.2.block.1.num_batches_tracked;hv_map_decoder.decoder3_upsampler.2.block.1.running_mean;hv_map_decoder.decoder3_upsampler.2.block.1.running_var;nuclei_binary_map_decoder.decoder0_header.0.block.1.num_batches_tracked;nuclei_binary_map_decoder.decoder0_header.0.block.1.running_mean;nuclei_binary_map_decoder.decoder0_header.0.block.1.running_var;nuclei_binary_map_decoder.decoder0_header.1.block.1.num_batches_tracked;nuclei_binary_map_decoder.decoder0_header.1.block.1.running_mean;nuclei_binary_map_decoder.decoder0_header.1.block.1.running_var;nuclei_binary_map_decoder.decoder1_upsampler.0.block.1.num_batches_tracked;nuclei_binary_map_decoder.decoder1_upsampler.0.block.1.running_mean;nuclei_binary_map_decoder.decoder1_upsampler.0.block.1.running_var;nuclei_binary_map_decoder.decoder1_upsampler.1.block.1.num_batches_tracked;nuclei_binary_map_decoder.decoder1_upsampler.1.block.1.running_mean;nuclei_binary_map_decoder.decoder1_upsampler.1.block.1.running_var;nuclei_binary_map_decoder.decoder2_upsampler.0.block.1.num_batches_tracked;nuclei_binary_map_decoder.decoder2_upsampler.0.block.1.running_mean;nuclei_binary_map_decoder.decoder2_upsampler.0.block.1.running_var;nuclei_binary_map_decoder.decoder2_upsampler.1.block.1.num_batches_tracked;nuclei_binary_map_decoder.decoder2_upsampler.1.block.1.running_mean;nuclei_binary_map_decoder.decoder2_upsampler.1.block.1.running_var;nuclei_binary_map_decoder.decoder3_upsampler.0.block.1.num_batches_tracked;nuclei_binary_map_decoder.decoder3_upsampler.0.block.1.running_mean;nuclei_binary_map_decoder.decoder3_upsampler.0.block.1.running_var;nuclei_binary_map_decoder.decoder3_upsampler.1.block.1.num_batches_tracked;nuclei_binary_map_decoder.decoder3_upsampler.1.block.1.running_mean;nuclei_binary_map_decoder.decoder3_upsampler.1.block.1.running_var;nuclei_binary_map_decoder.decoder3_upsampler.2.block.1.num_batches_tracked;nuclei_binary_map_decoder.decoder3_upsampler.2.block.1.running_mean;nuclei_binary_map_decoder.decoder3_upsampler.2.block.1.running_var;nuclei_type_maps_decoder.decoder0_header.0.block.1.num_batches_tracked;nuclei_type_maps_decoder.decoder0_header.0.block.1.running_mean;nuclei_type_maps_decoder.decoder0_header.0.block.1.running_var;nuclei_type_maps_decoder.decoder0_header.1.block.1.num_batches_tracked;nuclei_type_maps_decoder.decoder0_header.1.block.1.running_mean;nuclei_type_maps_decoder.decoder0_header.1.block.1.running_var;nuclei_type_maps_decoder.decoder1_upsampler.0.block.1.num_batches_tracked;nuclei_type_maps_decoder.decoder1_upsampler.0.block.1.running_mean;nuclei_type_maps_decoder.decoder1_upsampler.0.block.1.running_var;nuclei_type_maps_decoder.decoder1_upsampler.1.block.1.num_batches_tracked;nuclei_type_maps_decoder.decoder1_upsampler.1.block.1.running_mean;nuclei_type_maps_decoder.decoder1_upsampler.1.block.1.running_var;nuclei_type_maps_decoder.decoder2_upsampler.0.block.1.num_batches_tracked;nuclei_type_maps_decoder.decoder2_upsampler.0.block.1.running_mean;nuclei_type_maps_decoder.decoder2_upsampler.0.block.1.running_var;nuclei_type_maps_decoder.decoder2_upsampler.1.block.1.num_batches_tracked;nuclei_type_maps_decoder.decoder2_upsampler.1.block.1.running_mean;nuclei_type_maps_decoder.decoder2_upsampler.1.block.1.running_var;nuclei_type_maps_decoder.decoder3_upsampler.0.block.1.num_batches_tracked;nuclei_type_maps_decoder.decoder3_upsampler.0.block.1.running_mean;nuclei_type_maps_decoder.decoder3_upsampler.0.block.1.running_var;nuclei_type_maps_decoder.decoder3_upsampler.1.block.1.num_batches_tracked;nuclei_type_maps_decoder.decoder3_upsampler.1.block.1.running_mean;nuclei_type_maps_decoder.decoder3_upsampler.1.block.1.running_var;nuclei_type_maps_decoder.decoder3_upsampler.2.block.1.num_batches_tracked;nuclei_type_maps_decoder.decoder3_upsampler.2.block.1.running_mean;nuclei_type_maps_decoder.decoder3_upsampler.2.block.1.running_var,1611672,release/huggingface/adapters/cellvit-256-x40/klt/slideind/folda/seed42/adapter_model.safetensors,2fc350e5f37da01f772191be9efee6c0ae0518cee5049ba49ae6ef02380af62f,2026-08-28T10:00:58.021951+00:00,2026-08-28T10:02:30.872226+00:00,ok,exact_all_tensors,exact_all_output_tensors,release/huggingface/adapters/cellvit-256-x40/klt/slideind/folda/seed42/verification.json,true,deleted_after_verified_export,config.yaml;inference_results.json;efficiency_metrics.json;inference_efficiency_metrics.json;checkpoint_retention_metadata.json
cellvit-256-x40/klt/slideind/foldb/seed42,CellViT-256-x40,CellViT-256-x40.pth,ee3986922fc500353db3d7692c566e19e1c694c8f10e47cf49dfd90160fc3b2b,run/sthelar40x_klt_5class_slideind_foldB_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-25T114238_sthelar40x_klt_5class_slideind_foldB_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42,run/sthelar40x_klt_5class_slideind_foldB_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-25T114238_sthelar40x_klt_5class_slideind_foldB_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/checkpoints/checkpoint_10.pth,191842847,36fd3c7a4ff0a911aa584e39e35462db242335576f6c9bb2683475a9acd2ffbc,configs/slide_exp/training/training_sthelar40x_klt_5class_slideind_foldB_cellvit256_lora_adaptformer_heads_seed42.yaml,d8971ff852eb81d4e1830100c6465afc21a34bf36c14f2ea20b91ac316e5cb0b,B,42,KLT,374198,114,encoder.blocks.0.attn.qkv.adapter_q_down.weight;encoder.blocks.0.attn.qkv.adapter_q_up.weight;encoder.blocks.0.attn.qkv.adapter_v_down.weight;encoder.blocks.0.attn.qkv.adapter_v_up.weight;encoder.blocks.0.mlp.adapter_alpha;encoder.blocks.0.mlp.adapter_downsample.bias;encoder.blocks.0.mlp.adapter_downsample.weight;encoder.blocks.0.mlp.adapter_upsample.bias;encoder.blocks.0.mlp.adapter_upsample.weight;encoder.blocks.1.attn.qkv.adapter_q_down.weight;encoder.blocks.1.attn.qkv.adapter_q_up.weight;encoder.blocks.1.attn.qkv.adapter_v_down.weight;encoder.blocks.1.attn.qkv.adapter_v_up.weight;encoder.blocks.1.mlp.adapter_alpha;encoder.blocks.1.mlp.adapter_downsample.bias;encoder.blocks.1.mlp.adapter_downsample.weight;encoder.blocks.1.mlp.adapter_upsample.bias;encoder.blocks.1.mlp.adapter_upsample.weight;encoder.blocks.10.attn.qkv.adapter_q_down.weight;encoder.blocks.10.attn.qkv.adapter_q_up.weight;encoder.blocks.10.attn.qkv.adapter_v_down.weight;encoder.blocks.10.attn.qkv.adapter_v_up.weight;encoder.blocks.10.mlp.adapter_alpha;encoder.blocks.10.mlp.adapter_downsample.bias;encoder.blocks.10.mlp.adapter_downsample.weight;encoder.blocks.10.mlp.adapter_upsample.bias;encoder.blocks.10.mlp.adapter_upsample.weight;encoder.blocks.11.attn.qkv.adapter_q_down.weight;encoder.blocks.11.attn.qkv.adapter_q_up.weight;encoder.blocks.11.attn.qkv.adapter_v_down.weight;encoder.blocks.11.attn.qkv.adapter_v_up.weight;encoder.blocks.11.mlp.adapter_alpha;encoder.blocks.11.mlp.adapter_downsample.bias;encoder.blocks.11.mlp.adapter_downsample.weight;encoder.blocks.11.mlp.adapter_upsample.bias;encoder.blocks.11.mlp.adapter_upsample.weight;encoder.blocks.2.attn.qkv.adapter_q_down.weight;encoder.blocks.2.attn.qkv.adapter_q_up.weight;encoder.blocks.2.attn.qkv.adapter_v_down.weight;encoder.blocks.2.attn.qkv.adapter_v_up.weight;encoder.blocks.2.mlp.adapter_alpha;encoder.blocks.2.mlp.adapter_downsample.bias;encoder.blocks.2.mlp.adapter_downsample.weight;encoder.blocks.2.mlp.adapter_upsample.bias;encoder.blocks.2.mlp.adapter_upsample.weight;encoder.blocks.3.attn.qkv.adapter_q_down.weight;encoder.blocks.3.attn.qkv.adapter_q_up.weight;encoder.blocks.3.attn.qkv.adapter_v_down.weight;encoder.blocks.3.attn.qkv.adapter_v_up.weight;encoder.blocks.3.mlp.adapter_alpha;encoder.blocks.3.mlp.adapter_downsample.bias;encoder.blocks.3.mlp.adapter_downsample.weight;encoder.blocks.3.mlp.adapter_upsample.bias;encoder.blocks.3.mlp.adapter_upsample.weight;encoder.blocks.4.attn.qkv.adapter_q_down.weight;encoder.blocks.4.attn.qkv.adapter_q_up.weight;encoder.blocks.4.attn.qkv.adapter_v_down.weight;encoder.blocks.4.attn.qkv.adapter_v_up.weight;encoder.blocks.4.mlp.adapter_alpha;encoder.blocks.4.mlp.adapter_downsample.bias;encoder.blocks.4.mlp.adapter_downsample.weight;encoder.blocks.4.mlp.adapter_upsample.bias;encoder.blocks.4.mlp.adapter_upsample.weight;encoder.blocks.5.attn.qkv.adapter_q_down.weight;encoder.blocks.5.attn.qkv.adapter_q_up.weight;encoder.blocks.5.attn.qkv.adapter_v_down.weight;encoder.blocks.5.attn.qkv.adapter_v_up.weight;encoder.blocks.5.mlp.adapter_alpha;encoder.blocks.5.mlp.adapter_downsample.bias;encoder.blocks.5.mlp.adapter_downsample.weight;encoder.blocks.5.mlp.adapter_upsample.bias;encoder.blocks.5.mlp.adapter_upsample.weight;encoder.blocks.6.attn.qkv.adapter_q_down.weight;encoder.blocks.6.attn.qkv.adapter_q_up.weight;encoder.blocks.6.attn.qkv.adapter_v_down.weight;encoder.blocks.6.attn.qkv.adapter_v_up.weight;encoder.blocks.6.mlp.adapter_alpha;encoder.blocks.6.mlp.adapter_downsample.bias;encoder.blocks.6.mlp.adapter_downsample.weight;encoder.blocks.6.mlp.adapter_upsample.bias;encoder.blocks.6.mlp.adapter_upsample.weight;encoder.blocks.7.attn.qkv.adapter_q_down.weight;encoder.blocks.7.attn.qkv.adapter_q_up.weight;encoder.blocks.7.attn.qkv.adapter_v_down.weight;encoder.blocks.7.attn.qkv.adapter_v_up.weight;encoder.blocks.7.mlp.adapter_alpha;encoder.blocks.7.mlp.adapter_downsample.bias;encoder.blocks.7.mlp.adapter_downsample.weight;encoder.blocks.7.mlp.adapter_upsample.bias;encoder.blocks.7.mlp.adapter_upsample.weight;encoder.blocks.8.attn.qkv.adapter_q_down.weight;encoder.blocks.8.attn.qkv.adapter_q_up.weight;encoder.blocks.8.attn.qkv.adapter_v_down.weight;encoder.blocks.8.attn.qkv.adapter_v_up.weight;encoder.blocks.8.mlp.adapter_alpha;encoder.blocks.8.mlp.adapter_downsample.bias;encoder.blocks.8.mlp.adapter_downsample.weight;encoder.blocks.8.mlp.adapter_upsample.bias;encoder.blocks.8.mlp.adapter_upsample.weight;encoder.blocks.9.attn.qkv.adapter_q_down.weight;encoder.blocks.9.attn.qkv.adapter_q_up.weight;encoder.blocks.9.attn.qkv.adapter_v_down.weight;encoder.blocks.9.attn.qkv.adapter_v_up.weight;encoder.blocks.9.mlp.adapter_alpha;encoder.blocks.9.mlp.adapter_downsample.bias;encoder.blocks.9.mlp.adapter_downsample.weight;encoder.blocks.9.mlp.adapter_upsample.bias;encoder.blocks.9.mlp.adapter_upsample.weight;hv_map_decoder.decoder0_header.2.bias;hv_map_decoder.decoder0_header.2.weight;nuclei_binary_map_decoder.decoder0_header.2.bias;nuclei_binary_map_decoder.decoder0_header.2.weight;nuclei_type_maps_decoder.decoder0_header.2.bias;nuclei_type_maps_decoder.decoder0_header.2.weight,105,decoder0.0.block.1.num_batches_tracked;decoder0.0.block.1.running_mean;decoder0.0.block.1.running_var;decoder0.1.block.1.num_batches_tracked;decoder0.1.block.1.running_mean;decoder0.1.block.1.running_var;decoder1.0.block.2.num_batches_tracked;decoder1.0.block.2.running_mean;decoder1.0.block.2.running_var;decoder1.1.block.2.num_batches_tracked;decoder1.1.block.2.running_mean;decoder1.1.block.2.running_var;decoder1.2.block.2.num_batches_tracked;decoder1.2.block.2.running_mean;decoder1.2.block.2.running_var;decoder2.0.block.2.num_batches_tracked;decoder2.0.block.2.running_mean;decoder2.0.block.2.running_var;decoder2.1.block.2.num_batches_tracked;decoder2.1.block.2.running_mean;decoder2.1.block.2.running_var;decoder3.0.block.2.num_batches_tracked;decoder3.0.block.2.running_mean;decoder3.0.block.2.running_var;hv_map_decoder.decoder0_header.0.block.1.num_batches_tracked;hv_map_decoder.decoder0_header.0.block.1.running_mean;hv_map_decoder.decoder0_header.0.block.1.running_var;hv_map_decoder.decoder0_header.1.block.1.num_batches_tracked;hv_map_decoder.decoder0_header.1.block.1.running_mean;hv_map_decoder.decoder0_header.1.block.1.running_var;hv_map_decoder.decoder1_upsampler.0.block.1.num_batches_tracked;hv_map_decoder.decoder1_upsampler.0.block.1.running_mean;hv_map_decoder.decoder1_upsampler.0.block.1.running_var;hv_map_decoder.decoder1_upsampler.1.block.1.num_batches_tracked;hv_map_decoder.decoder1_upsampler.1.block.1.running_mean;hv_map_decoder.decoder1_upsampler.1.block.1.running_var;hv_map_decoder.decoder2_upsampler.0.block.1.num_batches_tracked;hv_map_decoder.decoder2_upsampler.0.block.1.running_mean;hv_map_decoder.decoder2_upsampler.0.block.1.running_var;hv_map_decoder.decoder2_upsampler.1.block.1.num_batches_tracked;hv_map_decoder.decoder2_upsampler.1.block.1.running_mean;hv_map_decoder.decoder2_upsampler.1.block.1.running_var;hv_map_decoder.decoder3_upsampler.0.block.1.num_batches_tracked;hv_map_decoder.decoder3_upsampler.0.block.1.running_mean;hv_map_decoder.decoder3_upsampler.0.block.1.running_var;hv_map_decoder.decoder3_upsampler.1.block.1.num_batches_tracked;hv_map_decoder.decoder3_upsampler.1.block.1.running_mean;hv_map_decoder.decoder3_upsampler.1.block.1.running_var;hv_map_decoder.decoder3_upsampler.2.block.1.num_batches_tracked;hv_map_decoder.decoder3_upsampler.2.block.1.running_mean;hv_map_decoder.decoder3_upsampler.2.block.1.running_var;nuclei_binary_map_decoder.decoder0_header.0.block.1.num_batches_tracked;nuclei_binary_map_decoder.decoder0_header.0.block.1.running_mean;nuclei_binary_map_decoder.decoder0_header.0.block.1.running_var;nuclei_binary_map_decoder.decoder0_header.1.block.1.num_batches_tracked;nuclei_binary_map_decoder.decoder0_header.1.block.1.running_mean;nuclei_binary_map_decoder.decoder0_header.1.block.1.running_var;nuclei_binary_map_decoder.decoder1_upsampler.0.block.1.num_batches_tracked;nuclei_binary_map_decoder.decoder1_upsampler.0.block.1.running_mean;nuclei_binary_map_decoder.decoder1_upsampler.0.block.1.running_var;nuclei_binary_map_decoder.decoder1_upsampler.1.block.1.num_batches_tracked;nuclei_binary_map_decoder.decoder1_upsampler.1.block.1.running_mean;nuclei_binary_map_decoder.decoder1_upsampler.1.block.1.running_var;nuclei_binary_map_decoder.decoder2_upsampler.0.block.1.num_batches_tracked;nuclei_binary_map_decoder.decoder2_upsampler.0.block.1.running_mean;nuclei_binary_map_decoder.decoder2_upsampler.0.block.1.running_var;nuclei_binary_map_decoder.decoder2_upsampler.1.block.1.num_batches_tracked;nuclei_binary_map_decoder.decoder2_upsampler.1.block.1.running_mean;nuclei_binary_map_decoder.decoder2_upsampler.1.block.1.running_var;nuclei_binary_map_decoder.decoder3_upsampler.0.block.1.num_batches_tracked;nuclei_binary_map_decoder.decoder3_upsampler.0.block.1.running_mean;nuclei_binary_map_decoder.decoder3_upsampler.0.block.1.running_var;nuclei_binary_map_decoder.decoder3_upsampler.1.block.1.num_batches_tracked;nuclei_binary_map_decoder.decoder3_upsampler.1.block.1.running_mean;nuclei_binary_map_decoder.decoder3_upsampler.1.block.1.running_var;nuclei_binary_map_decoder.decoder3_upsampler.2.block.1.num_batches_tracked;nuclei_binary_map_decoder.decoder3_upsampler.2.block.1.running_mean;nuclei_binary_map_decoder.decoder3_upsampler.2.block.1.running_var;nuclei_type_maps_decoder.decoder0_header.0.block.1.num_batches_tracked;nuclei_type_maps_decoder.decoder0_header.0.block.1.running_mean;nuclei_type_maps_decoder.decoder0_header.0.block.1.running_var;nuclei_type_maps_decoder.decoder0_header.1.block.1.num_batches_tracked;nuclei_type_maps_decoder.decoder0_header.1.block.1.running_mean;nuclei_type_maps_decoder.decoder0_header.1.block.1.running_var;nuclei_type_maps_decoder.decoder1_upsampler.0.block.1.num_batches_tracked;nuclei_type_maps_decoder.decoder1_upsampler.0.block.1.running_mean;nuclei_type_maps_decoder.decoder1_upsampler.0.block.1.running_var;nuclei_type_maps_decoder.decoder1_upsampler.1.block.1.num_batches_tracked;nuclei_type_maps_decoder.decoder1_upsampler.1.block.1.running_mean;nuclei_type_maps_decoder.decoder1_upsampler.1.block.1.running_var;nuclei_type_maps_decoder.decoder2_upsampler.0.block.1.num_batches_tracked;nuclei_type_maps_decoder.decoder2_upsampler.0.block.1.running_mean;nuclei_type_maps_decoder.decoder2_upsampler.0.block.1.running_var;nuclei_type_maps_decoder.decoder2_upsampler.1.block.1.num_batches_tracked;nuclei_type_maps_decoder.decoder2_upsampler.1.block.1.running_mean;nuclei_type_maps_decoder.decoder2_upsampler.1.block.1.running_var;nuclei_type_maps_decoder.decoder3_upsampler.0.block.1.num_batches_tracked;nuclei_type_maps_decoder.decoder3_upsampler.0.block.1.running_mean;nuclei_type_maps_decoder.decoder3_upsampler.0.block.1.running_var;nuclei_type_maps_decoder.decoder3_upsampler.1.block.1.num_batches_tracked;nuclei_type_maps_decoder.decoder3_upsampler.1.block.1.running_mean;nuclei_type_maps_decoder.decoder3_upsampler.1.block.1.running_var;nuclei_type_maps_decoder.decoder3_upsampler.2.block.1.num_batches_tracked;nuclei_type_maps_decoder.decoder3_upsampler.2.block.1.running_mean;nuclei_type_maps_decoder.decoder3_upsampler.2.block.1.running_var,1611672,release/huggingface/adapters/cellvit-256-x40/klt/slideind/foldb/seed42/adapter_model.safetensors,aa14ba7c6f4248edd0e109e61250c198b5b0940a5ab6760e2ffb094d78f3d382,2026-08-28T10:06:30.146171+00:00,2026-08-28T10:08:13.100704+00:00,ok,exact_all_tensors,exact_all_output_tensors,release/huggingface/adapters/cellvit-256-x40/klt/slideind/foldb/seed42/verification.json,true,deleted_after_verified_export,config.yaml;inference_results.json;efficiency_metrics.json;inference_efficiency_metrics.json;checkpoint_retention_metadata.json
