original_path,filename,file_size_bytes,sha256,tensor_content_sha256,top_level_checkpoint_keys,state_dict_key_count,tensor_parameter_count,mutable_buffer_key_count,mutable_buffer_tensor_element_count,checkpoint_tensor_element_count,dtype_distribution,lora,adaptformer,np_head,hv_head,nt_head,decoder_modules,likely_tissue,seed,configuration_method,matching_yaml_config,appears_complete,exact_duplicate_of,reported_in_paper,recommended_action,audit_note
adapters/sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_vera_adaptformer_r16_a16_red16_decoder_conv_adapters_lr5e-5_e10_seed43_CLEAN_adapter.pth,sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_vera_adaptformer_r16_a16_red16_decoder_conv_adapters_lr5e-5_e10_seed43_CLEAN_adapter.pth,29382118,b5eb806a194c8125498b78b27c3c5b8729d1b6c4a1c1a21ea57e3c73f15846c8,96689345801ae8f77504ba7676889eef8cf27b4b228ae0cb5181bde516363a67,format;format_version;metadata;adapter_state_dict;mutable_buffer_state_dict,503,7233130,105,19171,7252301,"{""float32"":573,""int64"":35}",true,true,true,true,true,true,KidneyLiverTonsil,43,vera_adaptformer:conv_adapters,,true,,false,archive locally,
adapters/sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_vera_adaptformer_r16_a16_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN_adapter.pth,sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_vera_adaptformer_r16_a16_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN_adapter.pth,27064506,2b846a0638420597d47dc5025b1d52eb98f92ad46e4426bbd884fc1d54fe4e4b,740e4addb6c1a89defe4e75fbe63e00a4477ea6cbee50d06a304ad28b0cbec5a,format;format_version;metadata;adapter_state_dict;mutable_buffer_state_dict,328,6681035,105,19171,6700206,"{""float32"":398,""int64"":35}",true,true,true,true,true,true,KidneyLiverTonsil,43,vera_adaptformer:heads_only,,true,,false,archive locally,
adapters/sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_vera_r16_a16_decoder_frozen_lr5e-5_e10_seed42_CLEAN_adapter.pth,sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_vera_r16_a16_decoder_frozen_lr5e-5_e10_seed42_CLEAN_adapter.pth,549788,4df63304c8c0bf2868ab8aaf181801e21dbf0778309fb07644bb6a29a38e9cc9,c56ccf1d685b6114ac41b933cdee8b759750f6518046eba32bcb6d06a64ec5c0,format;format_version;metadata;adapter_state_dict;mutable_buffer_state_dict,160,82976,105,19171,102147,"{""float32"":230,""int64"":35}",true,false,true,true,true,true,KidneyLiverTonsil,42,vera:none,,true,,false,archive locally,
adapters/sthelar40x_liver_5class_spatial_lora_adaptformer_decconv_seed42.pth,sthelar40x_liver_5class_spatial_lora_adaptformer_decconv_seed42.pth,34149458,67cef1e8a1c848a62a3956630734b66e57c1590997d179f8d3eb193a44d67674,9ffa95f59257d3aad3b47e5acc16513faa12b33b739304df31099a16635eb651,format;format_version;metadata;adapter_state_dict;mutable_buffer_state_dict,471,8460874,105,19171,8480045,"{""float32"":541,""int64"":35}",true,true,true,true,true,true,Liver,42,lora_adaptformer:conv_adapters,,true,,false,archive locally,
adapters/sthelar40x_liver_5class_spatial_margin128_lora_adaptformer_heads_only_seed42_v100_retest/sthelar40x_liver_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_V100_RETEST_adapter.pth,sthelar40x_liver_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_V100_RETEST_adapter.pth,31930024,e762b0ecf9f07f6c4389df5b0873758b22069206d1d5764757f5863f8484e868,aac5b631dd8024054fdf58c6dd28c696afd80e077b69ffbe088a83f3eb77f77e,format;format_version;metadata;adapter_state_dict;mutable_buffer_state_dict,296,7908779,105,19171,7927950,"{""float32"":366,""int64"":35}",true,true,true,true,true,true,Liver,42,lora_adaptformer:heads_only,,true,,true,investigate,
adapters/sthelar40x_liver_5class_spatial_margin128_lora_adaptformer_heads_only_seed43/sthelar40x_liver_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN_adapter.pth,sthelar40x_liver_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN_adapter.pth,31925226,a1beab2fec2adbdfefe5f1dd2f9d70a7f4d99f8eccd650fc3b0a743631ea6255,2626c2dcc860668afb06d19348024c953feafea5450e37d8fa691a9156d3d399,format;format_version;metadata;adapter_state_dict;mutable_buffer_state_dict,296,7908779,105,19171,7927950,"{""float32"":366,""int64"":35}",true,true,true,true,true,true,Liver,43,lora_adaptformer:heads_only,,true,,false,archive locally,
adapters/sthelar40x_liver_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN_adapter.pth,sthelar40x_liver_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN_adapter.pth,31925226,2ef8ee2925dc14969ace204897acaeafeffef0608f24fbb6cc4ca335b32dd3a9,216f7e4e3255239f664d7341e7aea48686eb8c838d1533bbd39c982c1e3ac476,format;format_version;metadata;adapter_state_dict;mutable_buffer_state_dict,296,7908779,105,19171,7927950,"{""float32"":366,""int64"":35}",true,true,true,true,true,true,Liver,42,lora_adaptformer:heads_only,configs/release/compayl2026/tissue_specific/training_sthelar40x_liver_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN.yaml,true,,true,release,
adapters/sthelar40x_liver_5class_spatial_vera_adaptformer_r16_a16_red16_decoder_conv_adapters_lr5e-5_e10_seed43_CLEAN_adapter.pth,sthelar40x_liver_5class_spatial_vera_adaptformer_r16_a16_red16_decoder_conv_adapters_lr5e-5_e10_seed43_CLEAN_adapter.pth,29328646,e3bedc6e37ab6773ccc99269e129104dabf6bf6eb3249ef1f94bf76d105c5ad8,5f11d02bbedf8124f6b3a180644074000407c4f542b7c69a0701e39e52c9ddd5,format;format_version;metadata;adapter_state_dict;mutable_buffer_state_dict,503,7233130,105,19171,7252301,"{""float32"":573,""int64"":35}",true,true,true,true,true,true,Liver,43,vera_adaptformer:conv_adapters,,true,,false,archive locally,
adapters/sthelar40x_liver_5class_spatial_vera_adaptformer_r8_a8_red16_decoder_conv_adapters_lr5e-5_e10_seed43_CLEAN_adapter.pth,sthelar40x_liver_5class_spatial_vera_adaptformer_r8_a8_red16_decoder_conv_adapters_lr5e-5_e10_seed43_CLEAN_adapter.pth,29327422,0af6300c7398d46a461d5be87892ea36021824e30ac85a0e257cfdd2b14aa357,e63a8401415e77a10fb1c9c37074f360ad92fc1ced737a80ca589db782ec58ef,format;format_version;metadata;adapter_state_dict;mutable_buffer_state_dict,503,7232618,105,19171,7251789,"{""float32"":573,""int64"":35}",true,true,true,true,true,true,Liver,43,vera_adaptformer:conv_adapters,,true,,false,archive locally,
adapters/sthelar40x_liver_5class_spatial_vera_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN_adapter.pth,sthelar40x_liver_5class_spatial_vera_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN_adapter.pth,27025048,93bce507550e1b12b8dd506feda2c2a97a5d1b9e70f1267836514e516ac96e52,52e60a783fc4ad0ba708d2e56fd704c284a67c79ef7b696adcc4ccba5d25975f,format;format_version;metadata;adapter_state_dict;mutable_buffer_state_dict,328,6680523,105,19171,6699694,"{""float32"":398,""int64"":35}",true,true,true,true,true,true,Liver,43,vera_adaptformer:heads_only,,true,,false,archive locally,
adapters/sthelar40x_lung_5class_spatial_margin128_cap50000_lora_adaptformer_heads_only_seed43/sthelar40x_lung_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN_adapter.pth,sthelar40x_lung_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN_adapter.pth,31930898,3cc223a8c29001327f181a3c5bfb22138a20ef61ac5e2cce2245b63d801c8782,e9a10734302913b43ddb9628488eb702305061ae6ba2e205cf4ff31b50d49451,format;format_version;metadata;adapter_state_dict;mutable_buffer_state_dict,296,7908779,105,19171,7927950,"{""float32"":366,""int64"":35}",true,true,true,true,true,true,Lung,43,lora_adaptformer:heads_only,,true,,false,archive locally,
adapters/sthelar40x_lung_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN_adapter.pth,sthelar40x_lung_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN_adapter.pth,31930898,2281149c47ac023d17ad2b8a2910a7c25a609b31326c05c0497d8657aa2dab7a,8273647f1237414edfdcbc499bde8952fddc72407fe12bbd896011bd1b3c3c92,format;format_version;metadata;adapter_state_dict;mutable_buffer_state_dict,296,7908779,105,19171,7927950,"{""float32"":366,""int64"":35}",true,true,true,true,true,true,Lung,42,lora_adaptformer:heads_only,configs/release/compayl2026/tissue_specific/training_sthelar40x_lung_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN.yaml,true,,true,release,
adapters/sthelar40x_lung_5class_spatial_margin128_lora_adaptformer_heads_only_seed42/sthelar40x_lung_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN_adapter.pth,sthelar40x_lung_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN_adapter.pth,31930898,89dfa0d0e1d261f0b37b5fa12a40167115131799f88483e26220baba8a6b0c93,22ac0daaa35e23eaeeff50204b46e9cf79628793c426e546d7bb9983fc02f3e9,format;format_version;metadata;adapter_state_dict;mutable_buffer_state_dict,296,7908779,105,19171,7927950,"{""float32"":366,""int64"":35}",true,true,true,true,true,true,Lung,42,lora_adaptformer:heads_only,configs/release/compayl2026/tissue_specific/training_sthelar40x_lung_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN.yaml,true,,false,archive locally,
adapters/sthelar40x_ovary_5class_spatial_margin128_lora_adaptformer_heads_only_seed43/sthelar40x_ovary_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN_adapter.pth,sthelar40x_ovary_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN_adapter.pth,31925226,4771b8456d4186b38f71f3887d6e14ea2b53dbb56606070c504a40b4fb224191,517eca46a4c8650b8e73ad6585710aa5d47238645b2d54e0731c946a5fc3d224,format;format_version;metadata;adapter_state_dict;mutable_buffer_state_dict,296,7908779,105,19171,7927950,"{""float32"":366,""int64"":35}",true,true,true,true,true,true,Ovary,43,lora_adaptformer:heads_only,,true,,false,archive locally,
adapters/sthelar40x_ovary_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN_adapter.pth,sthelar40x_ovary_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN_adapter.pth,31925226,a00cb91646af00f9259a5a632793a0fe505c6a2c8532d082137cfac767629a66,6cc9cda1e034f1facf7a37e8c12fa1be00054df14b3311380e14a50b3adabf0e,format;format_version;metadata;adapter_state_dict;mutable_buffer_state_dict,296,7908779,105,19171,7927950,"{""float32"":366,""int64"":35}",true,true,true,true,true,true,Ovary,42,lora_adaptformer:heads_only,configs/release/compayl2026/tissue_specific/training_sthelar40x_ovary_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN.yaml,true,,true,release,
adapters/sthelar40x_pancreatic_5class_spatial_margin128_cap50000_lora_adaptformer_heads_only_seed43/sthelar40x_pancreatic_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN_adapter.pth,sthelar40x_pancreatic_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN_adapter.pth,31956368,e3b2886f1c58e389cebff0c406bac22a373fddaef170922f6f0011bb9002f056,af0e76065c06d8475bc1cfd2f0cf1e123946aa7d629cf8a4f5954c06aebbd974,format;format_version;metadata;adapter_state_dict;mutable_buffer_state_dict,296,7908779,105,19171,7927950,"{""float32"":366,""int64"":35}",true,true,true,true,true,true,Pancreatic,43,lora_adaptformer:heads_only,configs/release/compayl2026/tissue_specific/training_sthelar40x_pancreatic_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN.yaml,true,,true,release,
adapters/sthelar40x_skin_5class_spatial_margin128_cap50000_lora_adaptformer_heads_only_seed43/sthelar40x_skin_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN_adapter.pth,sthelar40x_skin_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN_adapter.pth,31930898,9191ffd3ad302fb4923af34c88518177dcce4ab5a011f0f72d23214933811e27,eb10c525c8d4862afcc1e49094990eba5f30bd4b359526b824afe3e5fdc0b999,format;format_version;metadata;adapter_state_dict;mutable_buffer_state_dict,296,7908779,105,19171,7927950,"{""float32"":366,""int64"":35}",true,true,true,true,true,true,Skin,43,lora_adaptformer:heads_only,,true,,false,archive locally,
adapters/sthelar40x_skin_5class_spatial_margin128_lora_adaptformer_heads_only_seed42/sthelar40x_skin_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN_adapter.pth,sthelar40x_skin_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN_adapter.pth,31930962,48b0f204b036ed236f7189ff30b81f3a466ab909a2edf7cdd5adac43491c263e,ce79d17df4ee4df09180075b14de6e8057f247fee82934d350cefe93c24022b9,format;format_version;metadata;adapter_state_dict;mutable_buffer_state_dict,296,7908779,105,19171,7927950,"{""float32"":366,""int64"":35}",true,true,true,true,true,true,Skin,42,lora_adaptformer:heads_only,configs/release/compayl2026/tissue_specific/training_sthelar40x_skin_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN.yaml,true,,true,release,
adapters/sthelar40x_tonsil_5class_spatial_margin128_cap50000_lora_adaptformer_heads_only_seed43/sthelar40x_tonsil_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN_adapter.pth,sthelar40x_tonsil_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN_adapter.pth,31933820,a8d8918adebd3fe0f67a3c58c8f0687947dfcba17dc2c155779d129ffdfd29bf,99fadbba4c306e0f6a5793f97add9d87a8b7fc0f884eae6b62b6d81c6577f8f1,format;format_version;metadata;adapter_state_dict;mutable_buffer_state_dict,296,7908779,105,19171,7927950,"{""float32"":366,""int64"":35}",true,true,true,true,true,true,Tonsil,43,lora_adaptformer:heads_only,configs/release/compayl2026/tissue_specific/training_sthelar40x_tonsil_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN.yaml,true,,true,release,
adapters/sthelar40x_tonsil_9class_slide_vera_adaptformer_r16_a16_red16_decoder_conv_adapters_lr5e-5_e10_seed43_CLEAN_adapter.pth,sthelar40x_tonsil_9class_slide_vera_adaptformer_r16_a16_red16_decoder_conv_adapters_lr5e-5_e10_seed43_CLEAN_adapter.pth,29330402,835e021c9aa47a59c2941579a024af8b86fbb65080cf2d95b7cad9995f4c806a,524fa66ba88c400b7d54effdeb3896f8f3106251ef6a95c88be355751565e735,format;format_version;metadata;adapter_state_dict;mutable_buffer_state_dict,503,7233390,105,19171,7252561,"{""float32"":573,""int64"":35}",true,true,true,true,true,true,Tonsil,43,vera_adaptformer:conv_adapters,,true,,false,archive locally,
adapters/sthelar40x_tonsil_9class_slide_vera_adaptformer_r8_a8_red16_decoder_conv_adapters_lr5e-5_e10_seed43_CLEAN_adapter.pth,sthelar40x_tonsil_9class_slide_vera_adaptformer_r8_a8_red16_decoder_conv_adapters_lr5e-5_e10_seed43_CLEAN_adapter.pth,29329114,8fb604a756436404b739730bcc3dfb9213d52fc36868efa697177454ee78db01,9106688a43582956ffed32e87d27cc55e33e84cc55189776cc1f441c115b0f76,format;format_version;metadata;adapter_state_dict;mutable_buffer_state_dict,503,7232878,105,19171,7252049,"{""float32"":573,""int64"":35}",true,true,true,true,true,true,Tonsil,43,vera_adaptformer:conv_adapters,,true,,false,archive locally,
