true_label,Epithelial,Immune,Stromal,Melanocyte,Other
Epithelial,0.5619448002,0.2447287206,0.1723686174,0,0.0209578618
Immune,0.0577795014,0.7936967889,0.137168951,0,0.0113547586
Stromal,0.0887552538,0.3609548851,0.5236722809,0,0.0266175802
Melanocyte,0,0,0,0,0
Other,0.0658565037,0.3339633507,0.4191338246,0,0.181046321
