true_label,Epithelial,Immune,Stromal,Melanocyte,Other
Epithelial,0.6423801752,0.2039981913,0.153191204,0,0.0004304295
Immune,0.0634779576,0.8238982742,0.112465218,0,0.0001585502
Stromal,0.0983658876,0.4219936105,0.4792866477,0,0.0003538543
Melanocyte,0,0,0,0,0
Other,0.0838656768,0.4656278775,0.4480749309,0,0.0024315147
