true_label,Epithelial,Immune,Stromal,Melanocyte,Other
Epithelial,0.5721649953,0.1922053401,0.2095492405,0,0.026080424
Immune,0.0565240416,0.792528606,0.139024331,0,0.0119230214
Stromal,0.0845929026,0.3741856984,0.5152851981,0,0.0259362008
Melanocyte,0,0,0,0,0
Other,0.0667095907,0.3341358267,0.4350400314,0,0.1641145513
