protocol,scope,backbone,method,seed,fold,slide_id,class,taxonomy_metrics_valid,source,f1,precision,recall,matched_true_support,matched_pred_support,unmatched_true,unmatched_pred,total_true_support,total_pred_support
slide-independent,slide,SAM-H,Selected PEFT,42,A,kidney_s1,Epithelial,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,0.1532877882,0.2548358474,0.1096099534,13101,5635,4573,896,17674,6531
slide-independent,slide,SAM-H,Selected PEFT,42,A,kidney_s1,Immune,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,0.5542283923,0.8111483624,0.4209107593,52308,27143,6124,1919,58432,29062
slide-independent,slide,SAM-H,Selected PEFT,42,A,kidney_s1,Stromal,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,0.4968418311,0.3450302975,0.8872093023,21500,55285,5158,7314,26658,62599
slide-independent,slide,SAM-H,Selected PEFT,42,A,kidney_s1,Melanocyte,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,0,0,0,0,0,0,0,0,0
slide-independent,slide,SAM-H,Selected PEFT,42,A,kidney_s1,Other,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,0,0,0,1158,4,947,7,2105,11
slide-independent,slide,SAM-H,Selected PEFT,42,A,liver_s1,Epithelial,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,0.6654687601,0.9111802418,0.5241302824,146973,84542,29195,7933,176168,92475
slide-independent,slide,SAM-H,Selected PEFT,42,A,liver_s1,Immune,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,0.1973352539,0.2050425973,0.190186342,56187,52116,10038,6356,66225,58472
slide-independent,slide,SAM-H,Selected PEFT,42,A,liver_s1,Stromal,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,0.5752594789,0.4245394361,0.8919029869,60899,127941,11819,11512,72718,139453
slide-independent,slide,SAM-H,Selected PEFT,42,A,liver_s1,Melanocyte,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,0,0,0,0,0,0,0,0,0
slide-independent,slide,SAM-H,Selected PEFT,42,A,liver_s1,Other,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,0,0,0,545,5,580,4,1125,9
slide-independent,slide,SAM-H,Selected PEFT,42,A,tonsil_s1,Epithelial,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,0.6773975728,0.5624166633,0.8514734894,65389,98996,17522,13853,82911,112849
slide-independent,slide,SAM-H,Selected PEFT,42,A,tonsil_s1,Immune,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,0.8427674706,0.8364598796,0.8491709132,428001,434505,91981,63856,519982,498361
slide-independent,slide,SAM-H,Selected PEFT,42,A,tonsil_s1,Stromal,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,0.5088155956,0.5653435422,0.4625643985,121315,99260,39506,15620,160821,114880
slide-independent,slide,SAM-H,Selected PEFT,42,A,tonsil_s1,Melanocyte,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,0,0,0,0,0,0,0,0,0
slide-independent,slide,SAM-H,Selected PEFT,42,A,tonsil_s1,Other,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,0.0001107297,0.3333333333,0.0000553741,18059,3,20452,2,38511,5
slide-independent,slide,SAM-H,Selected PEFT,43,A,kidney_s1,Epithelial,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed43/log/2026-08-24T122637_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed43/inference_results.json,0.1990191135,0.2395982783,0.1701944183,12756,9061,4865,1052,17621,10113
slide-independent,slide,SAM-H,Selected PEFT,43,A,kidney_s1,Immune,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed43/log/2026-08-24T122637_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed43/inference_results.json,0.4764517102,0.8473584077,0.331393685,52415,20499,5950,1041,58365,21540
slide-independent,slide,SAM-H,Selected PEFT,43,A,kidney_s1,Stromal,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed43/log/2026-08-24T122637_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed43/inference_results.json,0.4780377643,0.3273761449,0.8855987356,21512,58193,5101,6645,26613,64838
slide-independent,slide,SAM-H,Selected PEFT,43,A,kidney_s1,Melanocyte,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed43/log/2026-08-24T122637_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed43/inference_results.json,0,0,0,0,0,0,0,0,0
slide-independent,slide,SAM-H,Selected PEFT,43,A,kidney_s1,Other,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed43/log/2026-08-24T122637_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed43/inference_results.json,0.0051635112,0.0652173913,0.002688172,1116,46,980,22,2096,68
slide-independent,slide,SAM-H,Selected PEFT,43,A,liver_s1,Epithelial,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed43/log/2026-08-24T122637_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed43/inference_results.json,0.6635161575,0.8934696761,0.5277010205,146204,86351,29412,7535,175616,93886
slide-independent,slide,SAM-H,Selected PEFT,43,A,liver_s1,Immune,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed43/log/2026-08-24T122637_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed43/inference_results.json,0.1234691469,0.1318251472,0.1161093253,56309,49596,9883,5659,66192,55255
slide-independent,slide,SAM-H,Selected PEFT,43,A,liver_s1,Stromal,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed43/log/2026-08-24T122637_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed43/inference_results.json,0.5692348397,0.420142008,0.8823471514,60959,128021,11698,10993,72657,139014
slide-independent,slide,SAM-H,Selected PEFT,43,A,liver_s1,Melanocyte,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed43/log/2026-08-24T122637_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed43/inference_results.json,0,0,0,0,0,0,0,0,0
slide-independent,slide,SAM-H,Selected PEFT,43,A,liver_s1,Other,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed43/log/2026-08-24T122637_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed43/inference_results.json,0,0,0,561,65,564,25,1125,90
slide-independent,slide,SAM-H,Selected PEFT,43,A,tonsil_s1,Epithelial,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed43/log/2026-08-24T122637_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed43/inference_results.json,0.7072949416,0.6085593957,0.8442739241,65551,90941,17311,13437,82862,104378
slide-independent,slide,SAM-H,Selected PEFT,43,A,tonsil_s1,Immune,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed43/log/2026-08-24T122637_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed43/inference_results.json,0.8435815105,0.837462855,0.849790232,428807,435119,91121,64033,519928,499152
slide-independent,slide,SAM-H,Selected PEFT,43,A,tonsil_s1,Stromal,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed43/log/2026-08-24T122637_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed43/inference_results.json,0.5164732874,0.5493770919,0.4872881705,121265,107560,39539,18162,160804,125722
slide-independent,slide,SAM-H,Selected PEFT,43,A,tonsil_s1,Melanocyte,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed43/log/2026-08-24T122637_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed43/inference_results.json,0,0,0,0,0,0,0,0,0
slide-independent,slide,SAM-H,Selected PEFT,43,A,tonsil_s1,Other,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed43/log/2026-08-24T122637_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed43/inference_results.json,0.0011065007,0.2564102564,0.0005544467,18036,39,20474,5,38510,44
slide-independent,slide,SAM-H,NT-header1,42,A,kidney_s1,Epithelial,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed42/log/2026-08-19T183125_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed42/inference_results.json,0.0946861082,0.206767919,0.0614021206,12638,3753,5022,356,17660,4109
slide-independent,slide,SAM-H,NT-header1,42,A,kidney_s1,Immune,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed42/log/2026-08-19T183125_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed42/inference_results.json,0.4081093381,0.846477072,0.2688692019,51698,16421,6711,1008,58409,17429
slide-independent,slide,SAM-H,NT-header1,42,A,kidney_s1,Stromal,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed42/log/2026-08-19T183125_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed42/inference_results.json,0.4631751025,0.313374558,0.8873493404,21074,59673,5573,6114,26647,65787
slide-independent,slide,SAM-H,NT-header1,42,A,kidney_s1,Melanocyte,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed42/log/2026-08-19T183125_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed42/inference_results.json,0,0,0,0,0,0,0,0,0
slide-independent,slide,SAM-H,NT-header1,42,A,kidney_s1,Other,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed42/log/2026-08-19T183125_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed42/inference_results.json,0.1296319878,0.0758795468,0.4445414847,1145,6708,961,1470,2106,8178
slide-independent,slide,SAM-H,NT-header1,42,A,liver_s1,Epithelial,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed42/log/2026-08-19T183125_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed42/inference_results.json,0.5566618384,0.9326453277,0.3967267539,145788,62015,30093,4508,175881,66523
slide-independent,slide,SAM-H,NT-header1,42,A,liver_s1,Immune,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed42/log/2026-08-19T183125_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed42/inference_results.json,0.14682282,0.208188096,0.1133978148,55830,30410,10379,2558,66209,32968
slide-independent,slide,SAM-H,NT-header1,42,A,liver_s1,Stromal,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed42/log/2026-08-19T183125_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed42/inference_results.json,0.511448252,0.3587610082,0.8903981108,59707,148185,12960,9480,72667,157665
slide-independent,slide,SAM-H,NT-header1,42,A,liver_s1,Melanocyte,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed42/log/2026-08-19T183125_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed42/inference_results.json,0,0,0,0,0,0,0,0,0
slide-independent,slide,SAM-H,NT-header1,42,A,liver_s1,Other,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed42/log/2026-08-19T183125_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed42/inference_results.json,0.0142208358,0.0072917157,0.2859778598,542,21257,583,3676,1125,24933
slide-independent,slide,SAM-H,NT-header1,42,A,tonsil_s1,Epithelial,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed42/log/2026-08-19T183125_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed42/inference_results.json,0.6729292536,0.5827379412,0.7961508309,65053,88877,17684,13549,82737,102426
slide-independent,slide,SAM-H,NT-header1,42,A,tonsil_s1,Immune,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed42/log/2026-08-19T183125_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed42/inference_results.json,0.8385979199,0.8537363434,0.8239870105,427423,412529,92227,59029,519650,471558
slide-independent,slide,SAM-H,NT-header1,42,A,tonsil_s1,Stromal,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed42/log/2026-08-19T183125_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed42/inference_results.json,0.519287369,0.5172320351,0.5213591028,120815,121779,39838,19575,160653,141354
slide-independent,slide,SAM-H,NT-header1,42,A,tonsil_s1,Melanocyte,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed42/log/2026-08-19T183125_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed42/inference_results.json,0,0,0,0,0,0,0,0,0
slide-independent,slide,SAM-H,NT-header1,42,A,tonsil_s1,Other,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed42/log/2026-08-19T183125_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed42/inference_results.json,0.1270398048,0.2039916738,0.0922429544,18061,8167,20423,1521,38484,9688
slide-independent,slide,SAM-H,NT-header1,43,A,kidney_s1,Epithelial,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed43/log/2026-08-24T175805_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed43/inference_results.json,0.0702214251,0.3128457283,0.0395493395,12870,1627,4791,214,17661,1841
slide-independent,slide,SAM-H,NT-header1,43,A,kidney_s1,Immune,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed43/log/2026-08-24T175805_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed43/inference_results.json,0.2594343481,0.8821893425,0.1520788585,52144,8989,6275,615,58419,9604
slide-independent,slide,SAM-H,NT-header1,43,A,kidney_s1,Stromal,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed43/log/2026-08-24T175805_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed43/inference_results.json,0.4308446567,0.2780649473,0.9562403264,21321,73321,5325,8099,26646,81420
slide-independent,slide,SAM-H,NT-header1,43,A,kidney_s1,Melanocyte,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed43/log/2026-08-24T175805_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed43/inference_results.json,0,0,0,0,0,0,0,0,0
slide-independent,slide,SAM-H,NT-header1,43,A,kidney_s1,Other,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed43/log/2026-08-24T175805_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed43/inference_results.json,0.1526427061,0.1012906846,0.3096054889,1166,3564,937,659,2103,4223
slide-independent,slide,SAM-H,NT-header1,43,A,liver_s1,Epithelial,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed43/log/2026-08-24T175805_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed43/inference_results.json,0.2102048869,0.9336676913,0.1184345542,146182,18543,29366,1457,175548,20000
slide-independent,slide,SAM-H,NT-header1,43,A,liver_s1,Immune,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed43/log/2026-08-24T175805_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed43/inference_results.json,0.0749141538,0.0718876224,0.0782067248,56210,61151,9988,5597,66198,66748
slide-independent,slide,SAM-H,NT-header1,43,A,liver_s1,Stromal,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed43/log/2026-08-24T175805_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed43/inference_results.json,0.4820828363,0.3228638708,0.9511272607,60545,178360,12132,14458,72677,192818
slide-independent,slide,SAM-H,NT-header1,43,A,liver_s1,Melanocyte,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed43/log/2026-08-24T175805_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed43/inference_results.json,0,0,0,0,0,0,0,0,0
slide-independent,slide,SAM-H,NT-header1,43,A,liver_s1,Other,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed43/log/2026-08-24T175805_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed43/inference_results.json,0.0373986431,0.0206846055,0.1948275862,580,5463,545,1153,1125,6616
slide-independent,slide,SAM-H,NT-header1,43,A,tonsil_s1,Epithelial,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed43/log/2026-08-24T175805_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed43/inference_results.json,0.7101021626,0.6222033256,0.8269216085,65479,87023,17239,14063,82718,101086
slide-independent,slide,SAM-H,NT-header1,43,A,tonsil_s1,Immune,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed43/log/2026-08-24T175805_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed43/inference_results.json,0.8335371687,0.8644762984,0.8047361074,427693,398137,91909,61678,519602,459815
slide-independent,slide,SAM-H,NT-header1,43,A,tonsil_s1,Stromal,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed43/log/2026-08-24T175805_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed43/inference_results.json,0.5320856526,0.4935558145,0.5771406056,121823,142454,38656,24904,160479,167358
slide-independent,slide,SAM-H,NT-header1,43,A,tonsil_s1,Melanocyte,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed43/log/2026-08-24T175805_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed43/inference_results.json,0,0,0,0,0,0,0,0,0
slide-independent,slide,SAM-H,NT-header1,43,A,tonsil_s1,Other,True,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed43/log/2026-08-24T175805_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed43/inference_results.json,0.1692418118,0.3234190009,0.1146073164,19545,6926,18762,1443,38307,8369
slide-independent,slide,SAM-H,FullFT,42,A,kidney_s1,Epithelial,True,run/sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed42/log/2026-08-19T110413_sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed42/inference_results.json,0.1575130639,0.2601726264,0.1129463944,13077,5677,4595,854,17672,6531
slide-independent,slide,SAM-H,FullFT,42,A,kidney_s1,Immune,True,run/sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed42/log/2026-08-19T110413_sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed42/inference_results.json,0.3935084096,0.8396927339,0.2569655863,51898,15882,6526,1228,58424,17110
slide-independent,slide,SAM-H,FullFT,42,A,kidney_s1,Stromal,True,run/sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed42/log/2026-08-19T110413_sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed42/inference_results.json,0.4624693299,0.3090859881,0.9180498416,21147,62811,5512,8354,26659,71165
slide-independent,slide,SAM-H,FullFT,42,A,kidney_s1,Melanocyte,True,run/sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed42/log/2026-08-19T110413_sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed42/inference_results.json,0,0,0,0,0,0,0,0,0
slide-independent,slide,SAM-H,FullFT,42,A,kidney_s1,Other,True,run/sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed42/log/2026-08-19T110413_sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed42/inference_results.json,0.1625119847,0.1144496962,0.2801652893,1210,2962,895,959,2105,3921
slide-independent,slide,SAM-H,FullFT,42,A,liver_s1,Epithelial,True,run/sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed42/log/2026-08-19T110413_sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed42/inference_results.json,0.1905433583,0.8937406512,0.1066393004,145678,17382,30337,1362,176015,18744
slide-independent,slide,SAM-H,FullFT,42,A,liver_s1,Immune,True,run/sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed42/log/2026-08-19T110413_sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed42/inference_results.json,0.0797388928,0.061034815,0.1149719776,56205,105874,10011,12440,66216,118314
slide-independent,slide,SAM-H,FullFT,42,A,liver_s1,Stromal,True,run/sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed42/log/2026-08-19T110413_sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed42/inference_results.json,0.5636084935,0.4080545811,0.91082146,60149,134259,12564,12716,72713,146975
slide-independent,slide,SAM-H,FullFT,42,A,liver_s1,Melanocyte,True,run/sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed42/log/2026-08-19T110413_sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed42/inference_results.json,0,0,0,0,0,0,0,0,0
slide-independent,slide,SAM-H,FullFT,42,A,liver_s1,Other,True,run/sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed42/log/2026-08-19T110413_sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed42/inference_results.json,0.0342332804,0.0190494894,0.1686956522,575,5092,550,1460,1125,6552
