protocol,scope,backbone,method,seed,fold,slide_id,class,taxonomy_metrics_valid,source,f1,precision,recall,matched_true_support,matched_pred_support,unmatched_true,unmatched_pred,total_true_support,total_pred_support
slide-independent,fold,SAM-H,Frozen,42,B,ALL_HELD_OUT_SLIDES,Epithelial,False,run/sthelar40x_klt_5class_slideind_foldB_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,fold,SAM-H,Frozen,42,B,ALL_HELD_OUT_SLIDES,Immune,False,run/sthelar40x_klt_5class_slideind_foldB_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,fold,SAM-H,Frozen,42,B,ALL_HELD_OUT_SLIDES,Stromal,False,run/sthelar40x_klt_5class_slideind_foldB_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,fold,SAM-H,Frozen,42,B,ALL_HELD_OUT_SLIDES,Melanocyte,False,run/sthelar40x_klt_5class_slideind_foldB_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,fold,SAM-H,Frozen,42,B,ALL_HELD_OUT_SLIDES,Other,False,run/sthelar40x_klt_5class_slideind_foldB_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,fold,SAM-H,LP,42,B,ALL_HELD_OUT_SLIDES,Epithelial,True,run/sthelar40x_klt_5class_slideind_foldB_lp_final_heads_e10_seed42/log/2026-08-19T123449_sthelar40x_klt_5class_slideind_foldB_lp_final_heads_e10_seed42/inference_results.json,0.6784830806,0.6446925048,0.7160117458,285378,316948,92218,8787,377596,325735
slide-independent,fold,SAM-H,LP,42,B,ALL_HELD_OUT_SLIDES,Immune,True,run/sthelar40x_klt_5class_slideind_foldB_lp_final_heads_e10_seed42/log/2026-08-19T123449_sthelar40x_klt_5class_slideind_foldB_lp_final_heads_e10_seed42/inference_results.json,0.8130055382,0.7404408409,0.9013385345,687543,836946,178784,53136,866327,890082
slide-independent,fold,SAM-H,LP,42,B,ALL_HELD_OUT_SLIDES,Stromal,True,run/sthelar40x_klt_5class_slideind_foldB_lp_final_heads_e10_seed42/log/2026-08-19T123449_sthelar40x_klt_5class_slideind_foldB_lp_final_heads_e10_seed42/inference_results.json,0.1922006385,0.505155431,0.1186774026,221685,52081,71008,5608,292693,57689
slide-independent,fold,SAM-H,LP,42,B,ALL_HELD_OUT_SLIDES,Melanocyte,True,run/sthelar40x_klt_5class_slideind_foldB_lp_final_heads_e10_seed42/log/2026-08-19T123449_sthelar40x_klt_5class_slideind_foldB_lp_final_heads_e10_seed42/inference_results.json,0,0,0,0,0,0,0,0,0
slide-independent,fold,SAM-H,LP,42,B,ALL_HELD_OUT_SLIDES,Other,True,run/sthelar40x_klt_5class_slideind_foldB_lp_final_heads_e10_seed42/log/2026-08-19T123449_sthelar40x_klt_5class_slideind_foldB_lp_final_heads_e10_seed42/inference_results.json,0,0,0,11370,1,12264,0,23634,1
slide-independent,fold,SAM-H,LP,43,B,ALL_HELD_OUT_SLIDES,Epithelial,True,run/sthelar40x_klt_5class_slideind_foldB_lp_final_heads_e10_seed43/log/2026-08-20T194225_sthelar40x_klt_5class_slideind_foldB_lp_final_heads_e10_seed43/inference_results.json,0.5732343269,0.7216334598,0.4754592806,284140,187210,93370,4009,377510,191219
slide-independent,fold,SAM-H,LP,43,B,ALL_HELD_OUT_SLIDES,Immune,True,run/sthelar40x_klt_5class_slideind_foldB_lp_final_heads_e10_seed43/log/2026-08-20T194225_sthelar40x_klt_5class_slideind_foldB_lp_final_heads_e10_seed43/inference_results.json,0.8020727607,0.705164286,0.9298605211,684978,903242,181348,53327,866326,956569
slide-independent,fold,SAM-H,LP,43,B,ALL_HELD_OUT_SLIDES,Stromal,True,run/sthelar40x_klt_5class_slideind_foldB_lp_final_heads_e10_seed43/log/2026-08-20T194225_sthelar40x_klt_5class_slideind_foldB_lp_final_heads_e10_seed43/inference_results.json,0.2855959664,0.4280588251,0.2142808544,220463,110361,72221,7223,292684,117584
slide-independent,fold,SAM-H,LP,43,B,ALL_HELD_OUT_SLIDES,Melanocyte,True,run/sthelar40x_klt_5class_slideind_foldB_lp_final_heads_e10_seed43/log/2026-08-20T194225_sthelar40x_klt_5class_slideind_foldB_lp_final_heads_e10_seed43/inference_results.json,0,0,0,0,0,0,0,0,0
slide-independent,fold,SAM-H,LP,43,B,ALL_HELD_OUT_SLIDES,Other,True,run/sthelar40x_klt_5class_slideind_foldB_lp_final_heads_e10_seed43/log/2026-08-20T194225_sthelar40x_klt_5class_slideind_foldB_lp_final_heads_e10_seed43/inference_results.json,0.0001779359,0.25,0.0000889996,11236,4,12398,0,23634,4
slide-independent,fold,SAM-H,Selected PEFT,42,B,ALL_HELD_OUT_SLIDES,Epithelial,True,run/sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-20T112527_sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,0.6963120214,0.7454381059,0.6532606434,326868,286449,50519,19788,377387,306237
slide-independent,fold,SAM-H,Selected PEFT,42,B,ALL_HELD_OUT_SLIDES,Immune,True,run/sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-20T112527_sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,0.8234745929,0.756708559,0.9031625822,723997,864120,142246,124479,866243,988599
slide-independent,fold,SAM-H,Selected PEFT,42,B,ALL_HELD_OUT_SLIDES,Stromal,True,run/sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-20T112527_sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,0.391760083,0.4964893987,0.3235174212,242837,158235,49774,19935,292611,178170
slide-independent,fold,SAM-H,Selected PEFT,42,B,ALL_HELD_OUT_SLIDES,Melanocyte,True,run/sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-20T112527_sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,0,0,0,0,0,0,0,0,0
slide-independent,fold,SAM-H,Selected PEFT,42,B,ALL_HELD_OUT_SLIDES,Other,True,run/sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-20T112527_sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,0.0001322751,0.1111111111,0.000066177,15111,9,8512,12,23623,21
slide-independent,fold,SAM-H,Selected PEFT,43,B,ALL_HELD_OUT_SLIDES,Epithelial,True,run/sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_heads_e10_seed43/log/2026-08-24T122637_sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_heads_e10_seed43/inference_results.json,0.7221506802,0.7533259516,0.6934531553,326707,300741,50548,16499,377255,317240
slide-independent,fold,SAM-H,Selected PEFT,43,B,ALL_HELD_OUT_SLIDES,Immune,True,run/sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_heads_e10_seed43/log/2026-08-24T122637_sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_heads_e10_seed43/inference_results.json,0.8236436041,0.7715436054,0.8832894613,724836,829817,141405,113597,866241,943414
slide-independent,fold,SAM-H,Selected PEFT,43,B,ALL_HELD_OUT_SLIDES,Stromal,True,run/sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_heads_e10_seed43/log/2026-08-24T122637_sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_heads_e10_seed43/inference_results.json,0.4189382797,0.4960045083,0.3625996968,242736,177450,49837,23189,292573,200639
slide-independent,fold,SAM-H,Selected PEFT,43,B,ALL_HELD_OUT_SLIDES,Melanocyte,True,run/sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_heads_e10_seed43/log/2026-08-24T122637_sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_heads_e10_seed43/inference_results.json,0,0,0,0,0,0,0,0,0
slide-independent,fold,SAM-H,Selected PEFT,43,B,ALL_HELD_OUT_SLIDES,Other,True,run/sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_heads_e10_seed43/log/2026-08-24T122637_sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_heads_e10_seed43/inference_results.json,0.0191221208,0.1295206056,0.0103230996,14918,1189,8664,450,23582,1639
slide-independent,fold,SAM-H,NT-header1,42,B,ALL_HELD_OUT_SLIDES,Epithelial,True,run/sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed42/log/2026-08-20T114259_sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed42/inference_results.json,0.7102889677,0.7465306658,0.6774031895,327263,296959,49842,19000,377105,315959
slide-independent,fold,SAM-H,NT-header1,42,B,ALL_HELD_OUT_SLIDES,Immune,True,run/sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed42/log/2026-08-20T114259_sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed42/inference_results.json,0.8227047863,0.7764603629,0.8748065091,720964,812281,145218,127259,866182,939540
slide-independent,fold,SAM-H,NT-header1,42,B,ALL_HELD_OUT_SLIDES,Stromal,True,run/sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed42/log/2026-08-20T114259_sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed42/inference_results.json,0.4350396516,0.5035080389,0.3829632687,242300,184291,50294,28701,292594,212992
slide-independent,fold,SAM-H,NT-header1,42,B,ALL_HELD_OUT_SLIDES,Melanocyte,True,run/sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed42/log/2026-08-20T114259_sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed42/inference_results.json,0,0,0,0,0,0,0,0,0
slide-independent,fold,SAM-H,NT-header1,42,B,ALL_HELD_OUT_SLIDES,Other,True,run/sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed42/log/2026-08-20T114259_sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed42/inference_results.json,0.1710855428,0.1916579938,0.1545014521,15495,12491,8099,3957,23594,16448
slide-independent,fold,SAM-H,NT-header1,43,B,ALL_HELD_OUT_SLIDES,Epithelial,True,run/sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed43/log/2026-08-24T183826_sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed43/inference_results.json,0.729934465,0.7697319816,0.6940499431,324249,292368,52600,15296,376849,307664
slide-independent,fold,SAM-H,NT-header1,43,B,ALL_HELD_OUT_SLIDES,Immune,True,run/sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed43/log/2026-08-24T183826_sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed43/inference_results.json,0.8204249864,0.7711243042,0.8764601593,721411,819956,144655,114644,866066,934600
slide-independent,fold,SAM-H,NT-header1,43,B,ALL_HELD_OUT_SLIDES,Stromal,True,run/sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed43/log/2026-08-24T183826_sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed43/inference_results.json,0.4086825678,0.5109521681,0.3405248392,241674,161064,50812,24069,292486,185133
slide-independent,fold,SAM-H,NT-header1,43,B,ALL_HELD_OUT_SLIDES,Melanocyte,True,run/sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed43/log/2026-08-24T183826_sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed43/inference_results.json,0,0,0,0,0,0,0,0,0
slide-independent,fold,SAM-H,NT-header1,43,B,ALL_HELD_OUT_SLIDES,Other,True,run/sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed43/log/2026-08-24T183826_sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_nt_header1_np_hv_heads_e10_seed43/inference_results.json,0.1959054974,0.1485652897,0.2875251509,14910,28856,8676,5244,23586,34100
slide-independent,fold,SAM-H,FullFT,42,B,ALL_HELD_OUT_SLIDES,Epithelial,True,run/sthelar40x_klt_5class_slideind_foldB_fullft_lr1e-5_e10_seed42/log/2026-08-19T181004_sthelar40x_klt_5class_slideind_foldB_fullft_lr1e-5_e10_seed42/inference_results.json,0.6983787274,0.7324751919,0.6673154271,324208,295367,53158,18307,377366,313674
slide-independent,fold,SAM-H,FullFT,42,B,ALL_HELD_OUT_SLIDES,Immune,True,run/sthelar40x_klt_5class_slideind_foldB_fullft_lr1e-5_e10_seed42/log/2026-08-19T181004_sthelar40x_klt_5class_slideind_foldB_fullft_lr1e-5_e10_seed42/inference_results.json,0.8312734421,0.7912583325,0.8755513761,722057,798978,144233,112176,866290,911154
slide-independent,fold,SAM-H,FullFT,42,B,ALL_HELD_OUT_SLIDES,Stromal,True,run/sthelar40x_klt_5class_slideind_foldB_fullft_lr1e-5_e10_seed42/log/2026-08-19T181004_sthelar40x_klt_5class_slideind_foldB_fullft_lr1e-5_e10_seed42/inference_results.json,0.4318076322,0.479350381,0.3928446612,240352,196977,52279,24836,292631,221813
slide-independent,fold,SAM-H,FullFT,42,B,ALL_HELD_OUT_SLIDES,Melanocyte,True,run/sthelar40x_klt_5class_slideind_foldB_fullft_lr1e-5_e10_seed42/log/2026-08-19T181004_sthelar40x_klt_5class_slideind_foldB_fullft_lr1e-5_e10_seed42/inference_results.json,0,0,0,0,0,0,0,0,0
slide-independent,fold,SAM-H,FullFT,42,B,ALL_HELD_OUT_SLIDES,Other,True,run/sthelar40x_klt_5class_slideind_foldB_fullft_lr1e-5_e10_seed42/log/2026-08-19T181004_sthelar40x_klt_5class_slideind_foldB_fullft_lr1e-5_e10_seed42/inference_results.json,0.1908700365,0.2353232353,0.1605430231,14806,10101,8809,1897,23615,11998
slide-independent,fold,SAM-H,FullFT,43,B,ALL_HELD_OUT_SLIDES,Epithelial,True,run/sthelar40x_klt_5class_slideind_foldB_fullft_lr1e-5_e10_seed43/log/2026-08-25T105706_sthelar40x_klt_5class_slideind_foldB_fullft_lr1e-5_e10_seed43/inference_results.json,0.7174550495,0.7277868816,0.7074124574,322700,313666,54630,20131,377330,333797
slide-independent,fold,SAM-H,FullFT,43,B,ALL_HELD_OUT_SLIDES,Immune,True,run/sthelar40x_klt_5class_slideind_foldB_fullft_lr1e-5_e10_seed43/log/2026-08-25T105706_sthelar40x_klt_5class_slideind_foldB_fullft_lr1e-5_e10_seed43/inference_results.json,0.8225780194,0.7859306909,0.8628101777,717371,787544,148897,119203,866268,906747
slide-independent,fold,SAM-H,FullFT,43,B,ALL_HELD_OUT_SLIDES,Stromal,True,run/sthelar40x_klt_5class_slideind_foldB_fullft_lr1e-5_e10_seed43/log/2026-08-25T105706_sthelar40x_klt_5class_slideind_foldB_fullft_lr1e-5_e10_seed43/inference_results.json,0.422591111,0.5035919706,0.3640371201,239547,173164,53086,29140,292633,202304
slide-independent,fold,SAM-H,FullFT,43,B,ALL_HELD_OUT_SLIDES,Melanocyte,True,run/sthelar40x_klt_5class_slideind_foldB_fullft_lr1e-5_e10_seed43/log/2026-08-25T105706_sthelar40x_klt_5class_slideind_foldB_fullft_lr1e-5_e10_seed43/inference_results.json,0,0,0,0,0,0,0,0,0
slide-independent,fold,SAM-H,FullFT,43,B,ALL_HELD_OUT_SLIDES,Other,True,run/sthelar40x_klt_5class_slideind_foldB_fullft_lr1e-5_e10_seed43/log/2026-08-25T105706_sthelar40x_klt_5class_slideind_foldB_fullft_lr1e-5_e10_seed43/inference_results.json,0.2110148169,0.1840347199,0.2472646269,15263,20507,8360,5615,23623,26122
slide-independent,fold,CellViT-256,Frozen,42,B,ALL_HELD_OUT_SLIDES,Epithelial,False,run/sthelar40x_klt_5class_slideind_foldB_cellvit256_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,fold,CellViT-256,Frozen,42,B,ALL_HELD_OUT_SLIDES,Immune,False,run/sthelar40x_klt_5class_slideind_foldB_cellvit256_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,fold,CellViT-256,Frozen,42,B,ALL_HELD_OUT_SLIDES,Stromal,False,run/sthelar40x_klt_5class_slideind_foldB_cellvit256_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,fold,CellViT-256,Frozen,42,B,ALL_HELD_OUT_SLIDES,Melanocyte,False,run/sthelar40x_klt_5class_slideind_foldB_cellvit256_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,fold,CellViT-256,Frozen,42,B,ALL_HELD_OUT_SLIDES,Other,False,run/sthelar40x_klt_5class_slideind_foldB_cellvit256_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,fold,CellViT-256,LP,42,B,ALL_HELD_OUT_SLIDES,Epithelial,True,run/sthelar40x_klt_5class_slideind_foldB_cellvit256_lp_final_heads_e10_seed42/log/2026-08-24T203638_sthelar40x_klt_5class_slideind_foldB_cellvit256_lp_final_heads_e10_seed42/inference_results.json,0.5778457367,0.6356552449,0.5296746108,286457,238697,89842,8268,376299,246965
slide-independent,fold,CellViT-256,LP,42,B,ALL_HELD_OUT_SLIDES,Immune,True,run/sthelar40x_klt_5class_slideind_foldB_cellvit256_lp_final_heads_e10_seed42/log/2026-08-24T203638_sthelar40x_klt_5class_slideind_foldB_cellvit256_lp_final_heads_e10_seed42/inference_results.json,0.8160010583,0.7356967478,0.9159845165,700359,871987,165542,71058,865901,943045
slide-independent,fold,CellViT-256,LP,42,B,ALL_HELD_OUT_SLIDES,Stromal,True,run/sthelar40x_klt_5class_slideind_foldB_cellvit256_lp_final_heads_e10_seed42/log/2026-08-24T203638_sthelar40x_klt_5class_slideind_foldB_cellvit256_lp_final_heads_e10_seed42/inference_results.json,0.2621783826,0.394235065,0.1963928034,224662,111918,67596,6299,292258,118217
slide-independent,fold,CellViT-256,LP,42,B,ALL_HELD_OUT_SLIDES,Melanocyte,True,run/sthelar40x_klt_5class_slideind_foldB_cellvit256_lp_final_heads_e10_seed42/log/2026-08-24T203638_sthelar40x_klt_5class_slideind_foldB_cellvit256_lp_final_heads_e10_seed42/inference_results.json,0,0,0,0,0,0,0,0,0
slide-independent,fold,CellViT-256,LP,42,B,ALL_HELD_OUT_SLIDES,Other,True,run/sthelar40x_klt_5class_slideind_foldB_cellvit256_lp_final_heads_e10_seed42/log/2026-08-24T203638_sthelar40x_klt_5class_slideind_foldB_cellvit256_lp_final_heads_e10_seed42/inference_results.json,0,0,0,11124,0,12468,0,23592,0
slide-independent,fold,CellViT-256,Selected PEFT,42,B,ALL_HELD_OUT_SLIDES,Epithelial,True,run/sthelar40x_klt_5class_slideind_foldB_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-25T114238_sthelar40x_klt_5class_slideind_foldB_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,0.6342587945,0.7135971087,0.5707971026,309935,247913,65725,9865,375660,257778
slide-independent,fold,CellViT-256,Selected PEFT,42,B,ALL_HELD_OUT_SLIDES,Immune,True,run/sthelar40x_klt_5class_slideind_foldB_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-25T114238_sthelar40x_klt_5class_slideind_foldB_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,0.8242638832,0.7635255419,0.8955008395,714111,837545,150912,100004,865023,937549
slide-independent,fold,CellViT-256,Selected PEFT,42,B,ALL_HELD_OUT_SLIDES,Stromal,True,run/sthelar40x_klt_5class_slideind_foldB_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-25T114238_sthelar40x_klt_5class_slideind_foldB_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,0.345854186,0.4001152925,0.3045526772,234741,178676,56923,20248,291664,198924
slide-independent,fold,CellViT-256,Selected PEFT,42,B,ALL_HELD_OUT_SLIDES,Melanocyte,True,run/sthelar40x_klt_5class_slideind_foldB_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-25T114238_sthelar40x_klt_5class_slideind_foldB_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,0,0,0,0,0,0,0,0,0
slide-independent,fold,CellViT-256,Selected PEFT,42,B,ALL_HELD_OUT_SLIDES,Other,True,run/sthelar40x_klt_5class_slideind_foldB_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-25T114238_sthelar40x_klt_5class_slideind_foldB_cellvit256_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,0.0549952331,0.0751611576,0.0433612913,12638,7291,10770,1279,23408,8570
slide-independent,fold,CellViT-256,FullFT,42,B,ALL_HELD_OUT_SLIDES,Epithelial,True,run/sthelar40x_klt_5class_slideind_foldB_cellvit256_fullft_lr1e-5_e10_seed42/log/2026-08-24T115109_sthelar40x_klt_5class_slideind_foldB_cellvit256_fullft_lr1e-5_e10_seed42/inference_results.json,0.5983406755,0.7329717673,0.5054925969,322434,222366,54255,12363,376689,234729
slide-independent,fold,CellViT-256,FullFT,42,B,ALL_HELD_OUT_SLIDES,Immune,True,run/sthelar40x_klt_5class_slideind_foldB_cellvit256_fullft_lr1e-5_e10_seed42/log/2026-08-24T115109_sthelar40x_klt_5class_slideind_foldB_cellvit256_fullft_lr1e-5_e10_seed42/inference_results.json,0.8201069807,0.7589095548,0.8920398512,722989,849818,143050,105227,866039,955045
slide-independent,fold,CellViT-256,FullFT,42,B,ALL_HELD_OUT_SLIDES,Stromal,True,run/sthelar40x_klt_5class_slideind_foldB_cellvit256_fullft_lr1e-5_e10_seed42/log/2026-08-24T115109_sthelar40x_klt_5class_slideind_foldB_cellvit256_fullft_lr1e-5_e10_seed42/inference_results.json,0.3825992434,0.40023834,0.3664492808,240126,219854,52381,23426,292507,243280
slide-independent,fold,CellViT-256,FullFT,42,B,ALL_HELD_OUT_SLIDES,Melanocyte,True,run/sthelar40x_klt_5class_slideind_foldB_cellvit256_fullft_lr1e-5_e10_seed42/log/2026-08-24T115109_sthelar40x_klt_5class_slideind_foldB_cellvit256_fullft_lr1e-5_e10_seed42/inference_results.json,0,0,0,0,0,0,0,0,0
slide-independent,fold,CellViT-256,FullFT,42,B,ALL_HELD_OUT_SLIDES,Other,True,run/sthelar40x_klt_5class_slideind_foldB_cellvit256_fullft_lr1e-5_e10_seed42/log/2026-08-24T115109_sthelar40x_klt_5class_slideind_foldB_cellvit256_fullft_lr1e-5_e10_seed42/inference_results.json,0.1238270552,0.1747339078,0.095890411,14381,7892,9217,2078,23598,9970
slide-independent,slide,SAM-H,Frozen,42,A,kidney_s1,Epithelial,False,run/sthelar40x_klt_5class_slideind_foldA_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,slide,SAM-H,Frozen,42,A,kidney_s1,Immune,False,run/sthelar40x_klt_5class_slideind_foldA_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,slide,SAM-H,Frozen,42,A,kidney_s1,Stromal,False,run/sthelar40x_klt_5class_slideind_foldA_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,slide,SAM-H,Frozen,42,A,kidney_s1,Melanocyte,False,run/sthelar40x_klt_5class_slideind_foldA_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,slide,SAM-H,Frozen,42,A,kidney_s1,Other,False,run/sthelar40x_klt_5class_slideind_foldA_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,slide,SAM-H,Frozen,42,A,liver_s1,Epithelial,False,run/sthelar40x_klt_5class_slideind_foldA_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,slide,SAM-H,Frozen,42,A,liver_s1,Immune,False,run/sthelar40x_klt_5class_slideind_foldA_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,slide,SAM-H,Frozen,42,A,liver_s1,Stromal,False,run/sthelar40x_klt_5class_slideind_foldA_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,slide,SAM-H,Frozen,42,A,liver_s1,Melanocyte,False,run/sthelar40x_klt_5class_slideind_foldA_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,slide,SAM-H,Frozen,42,A,liver_s1,Other,False,run/sthelar40x_klt_5class_slideind_foldA_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,slide,SAM-H,Frozen,42,A,tonsil_s1,Epithelial,False,run/sthelar40x_klt_5class_slideind_foldA_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,slide,SAM-H,Frozen,42,A,tonsil_s1,Immune,False,run/sthelar40x_klt_5class_slideind_foldA_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,slide,SAM-H,Frozen,42,A,tonsil_s1,Stromal,False,run/sthelar40x_klt_5class_slideind_foldA_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,slide,SAM-H,Frozen,42,A,tonsil_s1,Melanocyte,False,run/sthelar40x_klt_5class_slideind_foldA_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
slide-independent,slide,SAM-H,Frozen,42,A,tonsil_s1,Other,False,run/sthelar40x_klt_5class_slideind_foldA_frozen_seed42/eval/frozen_class_agnostic_results.json,NA,NA,NA,NA,NA,NA,NA,NA,NA
