true_label,Epithelial,Immune,Stromal,Melanocyte,Other
Epithelial,0.4940329964,0.1337664837,0.2941887157,0,0.0780118042
Immune,0.0631085838,0.6961796501,0.2223044727,0,0.0184072934
Stromal,0.0491180381,0.249618048,0.668917042,0,0.032346872
Melanocyte,0,0,0,0,0
Other,0.0292181487,0.3403889001,0.5124063196,0,0.1179866316
