true_label,Epithelial,Immune,Stromal,Melanocyte,Other
Epithelial,0.6532606434,0.2058873919,0.1408397274,0,0.0000122374
Immune,0.0584380875,0.9031625822,0.0383965679,0,0.0000027624
Stromal,0.1183221667,0.5581521762,0.3235174212,0,0.000008236
Melanocyte,0,0,0,0,0
Other,0.1242141486,0.4893785984,0.386341076,0,0.000066177
