true_label,Epithelial,Immune,Stromal,Melanocyte,Other
Epithelial,0.3205258962,0.2761756728,0.3845259675,0,0.0187724635
Immune,0.050557134,0.6650648171,0.2746718105,0,0.0097062384
Stromal,0.0346361365,0.2186175984,0.7279872747,0,0.0187589904
Melanocyte,0,0,0,0,0
Other,0.0502090085,0.2456906674,0.5766286224,0,0.1274717017
