true_label,Epithelial,Immune,Stromal,Melanocyte,Other
Epithelial,0.4637117269,0.2781838546,0.1967820724,0,0.061322346
Immune,0.0462622428,0.6720866446,0.2547032905,0,0.0269478222
Stromal,0.03995048,0.1985094073,0.7062893427,0,0.05525077
Melanocyte,0,0,0,0,0
Other,0.0292156082,0.2717997213,0.4902448736,0,0.2087397969
