true_label,Epithelial,Immune,Stromal,Melanocyte,Other
Epithelial,0.7074124574,0.1555159591,0.1252618531,0,0.0118097304
Immune,0.0701603494,0.8628101777,0.0583003774,0,0.0087290955
Stromal,0.138348633,0.4698117697,0.3640371201,0,0.0278024772
Melanocyte,0,0,0,0,0
Other,0.1252702614,0.3840660421,0.2433990696,0,0.2472646269
