true_label,Epithelial,Immune,Stromal,Melanocyte,Other
Epithelial,0.6940499431,0.178128537,0.1124845412,0,0.0153369787
Immune,0.0551239169,0.8764601593,0.0541328036,0,0.0142831202
Stromal,0.1090104852,0.5120161871,0.3405248392,0,0.0384484885
Melanocyte,0,0,0,0,0
Other,0.0812206573,0.4137491616,0.2175050302,0,0.2875251509
