true_label,Epithelial,Immune,Stromal,Melanocyte,Other
Epithelial,0.5998191625,0.2262339039,0.1736975026,0,0.000249431
Immune,0.0662287384,0.7223843834,0.2113292071,0,0.0000576711
Stromal,0.0722110967,0.279994699,0.6475487886,0,0.0002454156
Melanocyte,0,0,0,0,0
Other,0.0697509258,0.4602546543,0.4693349566,0,0.0006594633
