record_type,tissue,fold,model,seed,split,epoch,true_class,predicted_class,count,frequency,metric,value,train_patches,val_patches,test_patches_raw,matched_test_patches,source_path,note
dataset_summary,Kidney,A,Generalist Selected PEFT,42,,,,,,,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,Test metrics and test class counts use exact generalist/specialist patch-ID intersection
class_distribution,Kidney,A,Generalist Selected PEFT,42,train,,Immune,,798175,0.551180531434,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,Patch-level nucleus annotation occurrences; overlapping patches may repeat a biological cell
class_distribution,Kidney,A,Generalist Selected PEFT,42,train,,Stromal,,270672,0.186912815867,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,Patch-level nucleus annotation occurrences; overlapping patches may repeat a biological cell
class_distribution,Kidney,A,Generalist Selected PEFT,42,train,,Epithelial,,356338,0.246069556438,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,Patch-level nucleus annotation occurrences; overlapping patches may repeat a biological cell
class_distribution,Kidney,A,Generalist Selected PEFT,42,train,,Melanocyte,,0,0,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,Patch-level nucleus annotation occurrences; overlapping patches may repeat a biological cell
class_distribution,Kidney,A,Generalist Selected PEFT,42,train,,Other,,22934,0.0158370962607,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,Patch-level nucleus annotation occurrences; overlapping patches may repeat a biological cell
class_distribution,Kidney,A,Generalist Selected PEFT,42,validation,,Immune,,80971,0.599474346635,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,Patch-level nucleus annotation occurrences; overlapping patches may repeat a biological cell
class_distribution,Kidney,A,Generalist Selected PEFT,42,validation,,Stromal,,26407,0.195506033908,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,Patch-level nucleus annotation occurrences; overlapping patches may repeat a biological cell
class_distribution,Kidney,A,Generalist Selected PEFT,42,validation,,Epithelial,,26653,0.197327311764,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,Patch-level nucleus annotation occurrences; overlapping patches may repeat a biological cell
class_distribution,Kidney,A,Generalist Selected PEFT,42,validation,,Melanocyte,,0,0,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,Patch-level nucleus annotation occurrences; overlapping patches may repeat a biological cell
class_distribution,Kidney,A,Generalist Selected PEFT,42,validation,,Other,,1039,0.00769230769231,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,Patch-level nucleus annotation occurrences; overlapping patches may repeat a biological cell
class_distribution,Kidney,A,Generalist Selected PEFT,42,matched_test,,Immune,,59273,0.556930507009,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,Patch-level nucleus annotation occurrences; overlapping patches may repeat a biological cell
class_distribution,Kidney,A,Generalist Selected PEFT,42,matched_test,,Stromal,,27084,0.254481903259,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,Patch-level nucleus annotation occurrences; overlapping patches may repeat a biological cell
class_distribution,Kidney,A,Generalist Selected PEFT,42,matched_test,,Epithelial,,17944,0.168602247529,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,Patch-level nucleus annotation occurrences; overlapping patches may repeat a biological cell
class_distribution,Kidney,A,Generalist Selected PEFT,42,matched_test,,Melanocyte,,0,0,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,Patch-level nucleus annotation occurrences; overlapping patches may repeat a biological cell
class_distribution,Kidney,A,Generalist Selected PEFT,42,matched_test,,Other,,2127,0.0199853422032,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,Patch-level nucleus annotation occurrences; overlapping patches may repeat a biological cell
matched_test_metric,Kidney,A,Generalist Selected PEFT,42,matched_test,,,,,,Dice,0.813905306658,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,
matched_test_metric,Kidney,A,Generalist Selected PEFT,42,matched_test,,,,,,Jaccard,0.703865678406,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,
matched_test_metric,Kidney,A,Generalist Selected PEFT,42,matched_test,,,,,,bPQ,0.576629618599,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,
matched_test_metric,Kidney,A,Generalist Selected PEFT,42,matched_test,,,,,,mPQ,0.182611758794,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,
matched_test_metric,Kidney,A,Generalist Selected PEFT,42,matched_test,,,,,,F1det,0.866926812946,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,
matched_test_metric,Kidney,A,Generalist Selected PEFT,42,matched_test,,,,,,F1type,0.301089502911,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,
matched_class_metric,Kidney,A,Generalist Selected PEFT,42,matched_test,,Immune,,,,matched_true_support,52308,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,Type F1 is calculated from paired foreground confusion only
matched_class_metric,Kidney,A,Generalist Selected PEFT,42,matched_test,,Immune,,,,total_true_support,58432,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,Type F1 is calculated from paired foreground confusion only
matched_class_metric,Kidney,A,Generalist Selected PEFT,42,matched_test,,Immune,,,,paired_type_F1,0.554228392342,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,Type F1 is calculated from paired foreground confusion only
predicted_class_frequency,Kidney,A,Generalist Selected PEFT,42,matched_test,,,Immune,29062,0.295938005967,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,Foreground predicted instances; unmatched predictions included
matched_class_metric,Kidney,A,Generalist Selected PEFT,42,matched_test,,Stromal,,,,matched_true_support,21500,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,Type F1 is calculated from paired foreground confusion only
matched_class_metric,Kidney,A,Generalist Selected PEFT,42,matched_test,,Stromal,,,,total_true_support,26658,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,Type F1 is calculated from paired foreground confusion only
matched_class_metric,Kidney,A,Generalist Selected PEFT,42,matched_test,,Stromal,,,,paired_type_F1,0.496841831087,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,Type F1 is calculated from paired foreground confusion only
predicted_class_frequency,Kidney,A,Generalist Selected PEFT,42,matched_test,,,Stromal,62599,0.637444884576,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,Foreground predicted instances; unmatched predictions included
matched_class_metric,Kidney,A,Generalist Selected PEFT,42,matched_test,,Epithelial,,,,matched_true_support,13101,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,Type F1 is calculated from paired foreground confusion only
matched_class_metric,Kidney,A,Generalist Selected PEFT,42,matched_test,,Epithelial,,,,total_true_support,17674,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,Type F1 is calculated from paired foreground confusion only
matched_class_metric,Kidney,A,Generalist Selected PEFT,42,matched_test,,Epithelial,,,,paired_type_F1,0.153287788215,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,Type F1 is calculated from paired foreground confusion only
predicted_class_frequency,Kidney,A,Generalist Selected PEFT,42,matched_test,,,Epithelial,6531,0.0665050965856,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,Foreground predicted instances; unmatched predictions included
matched_class_metric,Kidney,A,Generalist Selected PEFT,42,matched_test,,Melanocyte,,,,matched_true_support,0,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,Type F1 is calculated from paired foreground confusion only
matched_class_metric,Kidney,A,Generalist Selected PEFT,42,matched_test,,Melanocyte,,,,total_true_support,0,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,Type F1 is calculated from paired foreground confusion only
matched_class_metric,Kidney,A,Generalist Selected PEFT,42,matched_test,,Melanocyte,,,,paired_type_F1,nan,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,Type F1 is calculated from paired foreground confusion only
predicted_class_frequency,Kidney,A,Generalist Selected PEFT,42,matched_test,,,Melanocyte,0,0,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,Foreground predicted instances; unmatched predictions included
matched_class_metric,Kidney,A,Generalist Selected PEFT,42,matched_test,,Other,,,,matched_true_support,1158,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,Type F1 is calculated from paired foreground confusion only
matched_class_metric,Kidney,A,Generalist Selected PEFT,42,matched_test,,Other,,,,total_true_support,2105,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,Type F1 is calculated from paired foreground confusion only
matched_class_metric,Kidney,A,Generalist Selected PEFT,42,matched_test,,Other,,,,paired_type_F1,0,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,Type F1 is calculated from paired foreground confusion only
predicted_class_frequency,Kidney,A,Generalist Selected PEFT,42,matched_test,,,Other,11,0.000112012871297,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,Foreground predicted instances; unmatched predictions included
paired_confusion,Kidney,A,Generalist Selected PEFT,42,matched_test,,Background,Background,5,,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,"Rows=true, columns=predicted; exact matched patch intersection"
paired_confusion,Kidney,A,Generalist Selected PEFT,42,matched_test,,Background,Immune,0,,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,"Rows=true, columns=predicted; exact matched patch intersection"
paired_confusion,Kidney,A,Generalist Selected PEFT,42,matched_test,,Background,Stromal,0,,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,"Rows=true, columns=predicted; exact matched patch intersection"
paired_confusion,Kidney,A,Generalist Selected PEFT,42,matched_test,,Background,Epithelial,0,,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,"Rows=true, columns=predicted; exact matched patch intersection"
paired_confusion,Kidney,A,Generalist Selected PEFT,42,matched_test,,Background,Melanocyte,0,,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,"Rows=true, columns=predicted; exact matched patch intersection"
paired_confusion,Kidney,A,Generalist Selected PEFT,42,matched_test,,Background,Other,0,,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,"Rows=true, columns=predicted; exact matched patch intersection"
paired_confusion,Kidney,A,Generalist Selected PEFT,42,matched_test,,Immune,Background,5,,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,"Rows=true, columns=predicted; exact matched patch intersection"
paired_confusion,Kidney,A,Generalist Selected PEFT,42,matched_test,,Immune,Immune,22017,,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,"Rows=true, columns=predicted; exact matched patch intersection"
paired_confusion,Kidney,A,Generalist Selected PEFT,42,matched_test,,Immune,Stromal,27204,,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,"Rows=true, columns=predicted; exact matched patch intersection"
paired_confusion,Kidney,A,Generalist Selected PEFT,42,matched_test,,Immune,Epithelial,3086,,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,"Rows=true, columns=predicted; exact matched patch intersection"
paired_confusion,Kidney,A,Generalist Selected PEFT,42,matched_test,,Immune,Melanocyte,0,,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,"Rows=true, columns=predicted; exact matched patch intersection"
paired_confusion,Kidney,A,Generalist Selected PEFT,42,matched_test,,Immune,Other,1,,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,"Rows=true, columns=predicted; exact matched patch intersection"
paired_confusion,Kidney,A,Generalist Selected PEFT,42,matched_test,,Stromal,Background,3,,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,"Rows=true, columns=predicted; exact matched patch intersection"
paired_confusion,Kidney,A,Generalist Selected PEFT,42,matched_test,,Stromal,Immune,1337,,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,"Rows=true, columns=predicted; exact matched patch intersection"
paired_confusion,Kidney,A,Generalist Selected PEFT,42,matched_test,,Stromal,Stromal,19075,,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,"Rows=true, columns=predicted; exact matched patch intersection"
paired_confusion,Kidney,A,Generalist Selected PEFT,42,matched_test,,Stromal,Epithelial,1085,,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,"Rows=true, columns=predicted; exact matched patch intersection"
paired_confusion,Kidney,A,Generalist Selected PEFT,42,matched_test,,Stromal,Melanocyte,0,,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,"Rows=true, columns=predicted; exact matched patch intersection"
paired_confusion,Kidney,A,Generalist Selected PEFT,42,matched_test,,Stromal,Other,3,,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,"Rows=true, columns=predicted; exact matched patch intersection"
paired_confusion,Kidney,A,Generalist Selected PEFT,42,matched_test,,Epithelial,Background,7,,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,"Rows=true, columns=predicted; exact matched patch intersection"
paired_confusion,Kidney,A,Generalist Selected PEFT,42,matched_test,,Epithelial,Immune,3417,,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,"Rows=true, columns=predicted; exact matched patch intersection"
paired_confusion,Kidney,A,Generalist Selected PEFT,42,matched_test,,Epithelial,Stromal,8248,,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,"Rows=true, columns=predicted; exact matched patch intersection"
paired_confusion,Kidney,A,Generalist Selected PEFT,42,matched_test,,Epithelial,Epithelial,1436,,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,"Rows=true, columns=predicted; exact matched patch intersection"
paired_confusion,Kidney,A,Generalist Selected PEFT,42,matched_test,,Epithelial,Melanocyte,0,,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,"Rows=true, columns=predicted; exact matched patch intersection"
paired_confusion,Kidney,A,Generalist Selected PEFT,42,matched_test,,Epithelial,Other,0,,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,"Rows=true, columns=predicted; exact matched patch intersection"
paired_confusion,Kidney,A,Generalist Selected PEFT,42,matched_test,,Melanocyte,Background,0,,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,"Rows=true, columns=predicted; exact matched patch intersection"
paired_confusion,Kidney,A,Generalist Selected PEFT,42,matched_test,,Melanocyte,Immune,0,,,,24283,2052,23494,4449,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/log/2026-08-19T105648_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed42/inference_results.json,"Rows=true, columns=predicted; exact matched patch intersection"
