run_name,epoch,max_epochs,epoch_start_time,train_end_time,val_end_time,train_minutes,validation_minutes,epoch_wall_minutes,train_loss,train_Dice,train_Jaccard,val_loss,val_Dice,val_Jaccard,val_bPQ,val_mPQ,old_lr,new_lr,new_best
sthelar40x_bps_9class_slide_adaptformer_gelu_red16_lr5e-5_clean_e3,1,3,2026-05-28 23:52:28.689000,2026-05-29 00:01:09.911000,2026-05-29 00:04:40.363000,8.69,3.51,12.19,9.8623,0.7389,0.6102,9.3455,0.7551,0.6332,0.4635,0.1552,5e-05,4.8e-05,1
sthelar40x_bps_9class_slide_adaptformer_gelu_red16_lr5e-5_clean_e3,2,3,2026-05-29 00:04:46.919000,2026-05-29 00:13:03.630000,2026-05-29 00:16:30.603000,8.28,3.45,11.73,8.8496,0.7546,0.6326,9.2913,0.7585,0.6371,0.4678,0.1604,4.8e-05,4.5e-05,1
sthelar40x_bps_9class_slide_adaptformer_gelu_red16_lr5e-5_clean_e3,3,3,2026-05-29 00:16:37.112000,2026-05-29 00:24:54.444000,2026-05-29 00:28:21.051000,8.29,3.44,11.73,8.6404,0.7609,0.6398,9.3194,0.7551,0.6328,0.459,0.1617,4.5e-05,4.3e-05,0
sthelar40x_bps_9class_slide_all_clean_unfreeze0_e3_seed42,1,3,2026-05-28 23:03:57.468000,2026-05-28 23:15:10.244000,2026-05-28 23:18:37.391000,11.21,3.45,14.67,9.7123,0.725,0.5937,9.8376,0.7141,0.5806,0.3751,0.1114,0.0001,9.5e-05,1
sthelar40x_bps_9class_slide_all_clean_unfreeze0_e3_seed42,2,3,2026-05-28 23:18:56.100000,2026-05-28 23:28:51.764000,2026-05-28 23:32:19.122000,9.93,3.46,13.38,9.0415,0.7364,0.6087,9.6378,0.7398,0.6132,0.4249,0.118,9.5e-05,9e-05,1
sthelar40x_bps_9class_slide_all_clean_unfreeze0_e3_seed42,3,3,2026-05-28 23:32:38.517000,2026-05-28 23:42:29.939000,2026-05-28 23:45:53.893000,9.86,3.4,13.26,8.9032,0.7462,0.6194,9.4936,0.7436,0.6182,0.4311,0.135,9e-05,8.6e-05,1
sthelar40x_bps_9class_slide_all_e3,1,3,2026-05-22 12:32:09.676000,2026-05-22 12:39:39.909000,2026-05-22 12:43:08.723000,7.5,3.48,10.98,9.7931,0.7385,0.6104,9.511,0.7375,0.6101,0.4282,0.1315,0.0001,9.5e-05,1
sthelar40x_bps_9class_slide_all_e3,2,3,2026-05-22 12:43:15.355000,2026-05-22 12:50:34.253000,2026-05-22 12:54:05.865000,7.31,3.53,10.84,8.8968,0.7486,0.6233,9.3416,0.7448,0.6197,0.4375,0.1457,9.5e-05,9e-05,1
sthelar40x_bps_9class_slide_all_e3,3,3,2026-05-22 12:54:12.323000,2026-05-22 13:04:25.195000,2026-05-22 13:07:57.619000,10.21,3.54,13.75,9.1449,0.7346,0.6062,9.4323,0.7447,0.619,0.4346,0.1364,9e-05,8.6e-05,0
sthelar40x_bps_9class_slide_all_e3_seed42,1,3,2026-05-25 10:14:11.713000,2026-05-25 10:21:31.103000,2026-05-25 10:25:03.687000,7.32,3.54,10.87,9.6048,0.7361,0.6075,9.4425,0.7412,0.6145,0.4328,0.1317,0.0001,9.5e-05,1
sthelar40x_bps_9class_slide_all_e3_seed42,2,3,2026-05-25 10:25:11.122000,2026-05-25 10:32:16.081000,2026-05-25 10:35:37.817000,7.08,3.36,10.44,8.8967,0.7461,0.6227,9.5092,0.7336,0.6053,0.4169,0.1201,9.5e-05,9e-05,0
sthelar40x_bps_9class_slide_all_e3_seed42,3,3,2026-05-25 10:35:41.249000,2026-05-25 10:45:10.027000,2026-05-25 10:48:36.911000,9.48,3.45,12.93,9.115,0.7391,0.6102,9.4089,0.7454,0.621,0.4428,0.1293,9e-05,8.6e-05,1
sthelar40x_bps_9class_slide_freeze_clean_e3_seed42,1,3,2026-05-28 23:03:57.090000,,2026-05-28 23:07:18.188000,,,3.35,,,,22.1564,0.7006,0.5618,0.4074,0.0601,0.0001,9.5e-05,1
sthelar40x_bps_9class_slide_freeze_clean_e3_seed42,2,3,2026-05-28 23:07:24.325000,,2026-05-28 23:10:36.343000,,,3.2,,,,22.1564,0.7006,0.5618,0.4074,0.0601,9.5e-05,9e-05,1
sthelar40x_bps_9class_slide_freeze_clean_e3_seed42,3,3,2026-05-28 23:10:41.976000,,2026-05-28 23:13:52.867000,,,3.18,,,,22.1564,0.7006,0.5618,0.4074,0.0601,9e-05,8.6e-05,1
sthelar40x_bps_9class_slide_freeze_e3,1,3,2026-05-22 14:56:09.546000,,2026-05-22 14:59:26.975000,,,3.29,,,,18.505,0.7006,0.5618,0.4074,0.0599,0.0001,9.5e-05,1
sthelar40x_bps_9class_slide_freeze_e3,2,3,2026-05-22 14:59:33.114000,,2026-05-22 15:02:44.620000,,,3.19,,,,18.505,0.7006,0.5618,0.4074,0.0599,9.5e-05,9e-05,1
sthelar40x_bps_9class_slide_freeze_e3,3,3,2026-05-22 15:02:50.460000,,2026-05-22 15:06:00.952000,,,3.17,,,,18.505,0.7006,0.5618,0.4074,0.0599,9e-05,8.6e-05,1
sthelar40x_bps_9class_slide_frozen_encoder_decoder_conv_adapters_red16_lr5e-5_e10_seed42_CLEAN,1,10,2026-06-22 11:06:48.450000,2026-06-22 11:10:59.763000,2026-06-22 11:13:00.891000,4.19,2.02,6.21,14.8322,0.6959,0.5604,13.7246,0.7059,0.5682,0.4021,0.0593,5e-05,4.8e-05,1
sthelar40x_bps_9class_slide_frozen_encoder_decoder_conv_adapters_red16_lr5e-5_e10_seed42_CLEAN,2,10,2026-06-22 11:13:04.558000,2026-06-22 11:17:05.948000,2026-06-22 11:19:07.731000,4.02,2.03,6.05,12.5688,0.7189,0.5852,11.7822,0.6958,0.5561,0.3818,0.0596,4.8e-05,4.5e-05,0
sthelar40x_bps_9class_slide_frozen_encoder_decoder_conv_adapters_red16_lr5e-5_e10_seed42_CLEAN,3,10,2026-06-22 11:19:09.529000,2026-06-22 11:23:18.160000,2026-06-22 11:25:20.958000,4.14,2.05,6.19,11.1659,0.6996,0.5602,10.8939,0.6797,0.5363,0.3435,0.0702,4.5e-05,4.3e-05,0
sthelar40x_bps_9class_slide_frozen_encoder_decoder_conv_adapters_red16_lr5e-5_e10_seed42_CLEAN,4,10,2026-06-22 11:25:22.833000,2026-06-22 11:29:35.097000,2026-06-22 11:31:37.754000,4.2,2.04,6.25,10.5867,0.6948,0.5544,10.4461,0.6868,0.5449,0.3494,0.0816,4.3e-05,4.1e-05,0
sthelar40x_bps_9class_slide_frozen_encoder_decoder_conv_adapters_red16_lr5e-5_e10_seed42_CLEAN,5,10,2026-06-22 11:31:39.634000,2026-06-22 11:35:50.212000,2026-06-22 11:37:55.252000,4.18,2.08,6.26,10.278,0.7145,0.5777,10.2581,0.7049,0.5675,0.3745,0.0963,4.1e-05,3.9e-05,0
sthelar40x_bps_9class_slide_frozen_encoder_decoder_conv_adapters_red16_lr5e-5_e10_seed42_CLEAN,6,10,2026-06-22 11:37:57.057000,2026-06-22 11:42:10.077000,2026-06-22 11:44:17.835000,4.22,2.13,6.35,10.1668,0.7201,0.5845,10.1552,0.7102,0.5742,0.3834,0.0952,3.9e-05,3.7e-05,0
sthelar40x_bps_9class_slide_frozen_encoder_decoder_conv_adapters_red16_lr5e-5_e10_seed42_CLEAN,7,10,2026-06-22 11:44:19.846000,2026-06-22 11:48:34.466000,2026-06-22 11:50:39.176000,4.24,2.08,6.32,9.9995,0.7312,0.5987,10.0748,0.7146,0.58,0.3901,0.0985,3.7e-05,3.5e-05,0
sthelar40x_bps_9class_slide_frozen_encoder_decoder_conv_adapters_red16_lr5e-5_e10_seed42_CLEAN,8,10,2026-06-22 11:50:40.965000,2026-06-22 11:54:54.902000,2026-06-22 11:57:01.843000,4.23,2.12,6.35,9.92,0.7325,0.6006,10.0032,0.7152,0.5809,0.3891,0.0922,3.5e-05,3.3e-05,0
sthelar40x_bps_9class_slide_frozen_encoder_decoder_conv_adapters_red16_lr5e-5_e10_seed42_CLEAN,9,10,2026-06-22 11:57:03.649000,2026-06-22 12:01:12.348000,2026-06-22 12:03:19.746000,4.14,2.12,6.27,9.8507,0.7329,0.6016,9.9821,0.7186,0.5853,0.3942,0.0955,3.3e-05,3.2e-05,0
sthelar40x_bps_9class_slide_frozen_encoder_decoder_conv_adapters_red16_lr5e-5_e10_seed42_CLEAN,10,10,2026-06-22 12:03:21.935000,2026-06-22 12:07:26.659000,2026-06-22 12:09:33.562000,4.08,2.12,6.19,9.8061,0.737,0.6057,9.8797,0.7213,0.5887,0.4002,0.0963,3.2e-05,3e-05,0
sthelar40x_bps_9class_slide_fullft_lr1e-5_e10_seed42_CLEAN_TRUE,1,10,2026-06-21 16:01:37.286000,2026-06-21 16:08:24.971000,2026-06-21 16:10:28.287000,6.79,2.06,8.85,11.1825,0.7243,0.593,10.0675,0.7386,0.6113,0.4371,0.1079,1e-05,1e-05,1
sthelar40x_bps_9class_slide_fullft_lr1e-5_e10_seed42_CLEAN_TRUE,2,10,2026-06-21 16:10:43.502000,2026-06-21 16:16:39.806000,2026-06-21 16:18:44.281000,5.94,2.07,8.01,9.4858,0.7487,0.6255,9.6489,0.7416,0.6163,0.4392,0.143,1e-05,9e-06,1
sthelar40x_bps_9class_slide_fullft_lr1e-5_e10_seed42_CLEAN_TRUE,3,10,2026-06-21 16:18:56.042000,2026-06-21 16:24:39.063000,2026-06-21 16:26:42.562000,5.72,2.06,7.78,9.0248,0.7609,0.6403,9.3579,0.7556,0.6339,0.4661,0.17,9e-06,9e-06,1
sthelar40x_bps_9class_slide_fullft_lr1e-5_e10_seed42_CLEAN_TRUE,4,10,2026-06-21 16:26:53.880000,2026-06-21 16:32:59.104000,2026-06-21 16:35:01.730000,6.09,2.04,8.13,8.7785,0.762,0.6421,9.3126,0.7547,0.6328,0.4616,0.1673,9e-06,8e-06,0
sthelar40x_bps_9class_slide_fullft_lr1e-5_e10_seed42_CLEAN_TRUE,5,10,2026-06-21 16:35:07.214000,2026-06-21 16:40:54.693000,2026-06-21 16:42:59.961000,5.79,2.09,7.88,8.6233,0.766,0.648,9.2668,0.7566,0.6353,0.4663,0.1726,8e-06,8e-06,1
sthelar40x_bps_9class_slide_fullft_lr1e-5_e10_seed42_CLEAN_TRUE,6,10,2026-06-21 16:43:12.377000,2026-06-21 16:49:02.337000,2026-06-21 16:51:03.250000,5.83,2.02,7.85,8.5499,0.7666,0.6512,9.2063,0.7538,0.6315,0.4618,0.1734,8e-06,7e-06,0
sthelar40x_bps_9class_slide_fullft_lr1e-5_e10_seed42_CLEAN_TRUE,7,10,2026-06-21 16:51:10.328000,2026-06-21 16:56:59.984000,2026-06-21 16:59:04.512000,5.83,2.08,7.9,8.3962,0.7777,0.66,9.1509,0.7542,0.632,0.4578,0.1726,7e-06,7e-06,0
sthelar40x_bps_9class_slide_fullft_lr1e-5_e10_seed42_CLEAN_TRUE,8,10,2026-06-21 16:59:10.271000,2026-06-21 17:05:10.458000,2026-06-21 17:07:15.274000,6.0,2.08,8.08,8.2789,0.7746,0.6588,9.1176,0.7557,0.6336,0.4623,0.1742,7e-06,7e-06,0
sthelar40x_bps_9class_slide_fullft_lr1e-5_e10_seed42_CLEAN_TRUE,9,10,2026-06-21 17:07:20.762000,2026-06-21 17:13:10.342000,2026-06-21 17:15:15.843000,5.83,2.09,7.92,8.1864,0.7745,0.657,9.0788,0.7583,0.6371,0.4682,0.1785,7e-06,6e-06,1
sthelar40x_bps_9class_slide_fullft_lr1e-5_e10_seed42_CLEAN_TRUE,10,10,2026-06-21 17:15:29.661000,2026-06-21 17:21:15.001000,2026-06-21 17:23:19.847000,5.76,2.08,7.84,8.1327,0.7755,0.6614,8.9866,0.7598,0.6393,0.4663,0.1803,6e-06,6e-06,0
sthelar40x_bps_9class_slide_lora_adaptformer_r8_a8_red16_decoder_conv_adapters_lr5e-5_e10_seed42_CLEAN,1,10,2026-06-21 14:45:05.297000,2026-06-21 14:50:27.140000,2026-06-21 14:52:36.071000,5.36,2.15,7.51,14.123,0.7344,0.6078,12.9163,0.744,0.6189,0.4414,0.0711,5e-05,4.8e-05,1
sthelar40x_bps_9class_slide_lora_adaptformer_r8_a8_red16_decoder_conv_adapters_lr5e-5_e10_seed42_CLEAN,2,10,2026-06-21 14:52:40.206000,2026-06-21 14:58:01.348000,2026-06-21 15:00:08.223000,5.35,2.11,7.47,11.537,0.7288,0.597,10.8563,0.7275,0.598,0.4135,0.0761,4.8e-05,4.5e-05,0
sthelar40x_bps_9class_slide_lora_adaptformer_r8_a8_red16_decoder_conv_adapters_lr5e-5_e10_seed42_CLEAN,3,10,2026-06-21 15:00:10.103000,2026-06-21 15:05:26.307000,2026-06-21 15:07:34.762000,5.27,2.14,7.41,10.3014,0.7369,0.6083,10.1736,0.744,0.6189,0.4417,0.0962,4.5e-05,4.3e-05,1
sthelar40x_bps_9class_slide_lora_adaptformer_r8_a8_red16_decoder_conv_adapters_lr5e-5_e10_seed42_CLEAN,4,10,2026-06-21 15:07:38.834000,2026-06-21 15:12:54.262000,2026-06-21 15:15:04.408000,5.26,2.17,7.43,9.7917,0.7436,0.6177,9.896,0.747,0.6236,0.4496,0.1208,4.3e-05,4.1e-05,1
sthelar40x_bps_9class_slide_lora_adaptformer_r8_a8_red16_decoder_conv_adapters_lr5e-5_e10_seed42_CLEAN,5,10,2026-06-21 15:15:08.112000,2026-06-21 15:20:29.507000,2026-06-21 15:22:38.854000,5.36,2.16,7.51,9.4904,0.7536,0.6278,9.7331,0.7432,0.6182,0.4413,0.131,4.1e-05,3.9e-05,0
sthelar40x_bps_9class_slide_lora_adaptformer_r8_a8_red16_decoder_conv_adapters_lr5e-5_e10_seed42_CLEAN,6,10,2026-06-21 15:22:40.853000,2026-06-21 15:28:06.299000,2026-06-21 15:30:14.819000,5.42,2.14,7.57,9.353,0.7564,0.6333,9.593,0.7463,0.6222,0.4481,0.1378,3.9e-05,3.7e-05,0
sthelar40x_bps_9class_slide_lora_adaptformer_r8_a8_red16_decoder_conv_adapters_lr5e-5_e10_seed42_CLEAN,7,10,2026-06-21 15:30:16.729000,2026-06-21 15:35:38.103000,2026-06-21 15:37:46.730000,5.36,2.14,7.5,9.157,0.7618,0.643,9.6382,0.7509,0.6284,0.4549,0.1328,3.7e-05,3.5e-05,1
sthelar40x_bps_9class_slide_lora_adaptformer_r8_a8_red16_decoder_conv_adapters_lr5e-5_e10_seed42_CLEAN,8,10,2026-06-21 15:37:50.531000,2026-06-21 15:43:06.767000,2026-06-21 15:45:15.453000,5.27,2.14,7.42,9.0454,0.7637,0.6454,9.5046,0.7467,0.6228,0.4511,0.1495,3.5e-05,3.3e-05,0
sthelar40x_bps_9class_slide_lora_adaptformer_r8_a8_red16_decoder_conv_adapters_lr5e-5_e10_seed42_CLEAN,9,10,2026-06-21 15:45:17.300000,2026-06-21 15:50:35.969000,2026-06-21 15:52:44.266000,5.31,2.14,7.45,8.9557,0.7624,0.6432,9.5521,0.7534,0.6314,0.4594,0.1498,3.3e-05,3.2e-05,1
sthelar40x_bps_9class_slide_lora_adaptformer_r8_a8_red16_decoder_conv_adapters_lr5e-5_e10_seed42_CLEAN,10,10,2026-06-21 15:52:48.063000,2026-06-21 15:58:03.432000,2026-06-21 16:00:13.288000,5.26,2.16,7.42,8.8844,0.7704,0.6498,9.341,0.7514,0.6288,0.4615,0.1592,3.2e-05,3e-05,1
sthelar40x_bps_9class_slide_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,1,10,2026-06-21 14:45:04.699000,2026-06-21 14:50:19.342000,2026-06-21 14:52:26.226000,5.24,2.11,7.36,14.4168,0.7433,0.6164,13.6848,0.7463,0.6219,0.4447,0.0816,5e-05,4.8e-05,1
sthelar40x_bps_9class_slide_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,2,10,2026-06-21 14:52:30.340000,2026-06-21 14:57:32.010000,2026-06-21 14:59:36.531000,5.03,2.08,7.1,12.7046,0.7261,0.5928,12.1188,0.7322,0.603,0.4188,0.0769,4.8e-05,4.5e-05,0
sthelar40x_bps_9class_slide_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,3,10,2026-06-21 14:59:38.630000,2026-06-21 15:04:38.201000,2026-06-21 15:06:44.893000,4.99,2.11,7.1,11.5981,0.7238,0.5927,11.3155,0.7384,0.6104,0.4239,0.0686,4.5e-05,4.3e-05,0
sthelar40x_bps_9class_slide_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,4,10,2026-06-21 15:06:47.095000,2026-06-21 15:11:44.641000,2026-06-21 15:13:51.637000,4.96,2.12,7.08,10.9941,0.7226,0.5914,11.0,0.7343,0.6051,0.4239,0.0717,4.3e-05,4.1e-05,0
sthelar40x_bps_9class_slide_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,5,10,2026-06-21 15:13:53.815000,2026-06-21 15:18:49.412000,2026-06-21 15:20:57.172000,4.93,2.13,7.06,10.6648,0.7333,0.6036,10.8502,0.7332,0.6039,0.4166,0.073,4.1e-05,3.9e-05,0
sthelar40x_bps_9class_slide_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,6,10,2026-06-21 15:20:59.285000,2026-06-21 15:25:51.804000,2026-06-21 15:27:59.175000,4.88,2.12,7.0,10.5262,0.7316,0.6033,10.7156,0.7323,0.6018,0.4181,0.0694,3.9e-05,3.7e-05,0
sthelar40x_bps_9class_slide_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,7,10,2026-06-21 15:28:01.148000,2026-06-21 15:32:54.557000,2026-06-21 15:35:05.790000,4.89,2.19,7.08,10.3641,0.7443,0.6145,10.6198,0.7377,0.6098,0.4264,0.0867,3.7e-05,3.5e-05,0
sthelar40x_bps_9class_slide_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,8,10,2026-06-21 15:35:07.714000,2026-06-21 15:40:02.181000,2026-06-21 15:42:13.363000,4.91,2.19,7.09,10.2424,0.7472,0.6217,10.5335,0.7405,0.6135,0.4338,0.0878,3.5e-05,3.3e-05,0
sthelar40x_bps_9class_slide_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,9,10,2026-06-21 15:42:15.423000,2026-06-21 15:47:10.702000,2026-06-21 15:49:21.840000,4.92,2.19,7.11,10.1361,0.7484,0.6217,10.4909,0.7405,0.6134,0.4322,0.0923,3.3e-05,3.2e-05,0
sthelar40x_bps_9class_slide_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,10,10,2026-06-21 15:49:23.821000,2026-06-21 15:54:17.269000,2026-06-21 15:56:26.883000,4.89,2.16,7.05,10.0463,0.7546,0.6286,10.3915,0.7435,0.6174,0.4431,0.0933,3.2e-05,3e-05,0
sthelar40x_bps_9class_slide_lora_adaptformer_r8_a8_red16_decoder_last_stage_lr5e-5_e10_seed42_CLEAN,1,10,2026-06-21 14:45:04.635000,2026-06-21 14:50:14.591000,2026-06-21 14:52:20.814000,5.17,2.1,7.27,10.2843,0.7251,0.5929,9.6604,0.7451,0.6196,0.4555,0.1277,5e-05,4.8e-05,1
sthelar40x_bps_9class_slide_lora_adaptformer_r8_a8_red16_decoder_last_stage_lr5e-5_e10_seed42_CLEAN,2,10,2026-06-21 14:52:24.877000,2026-06-21 14:57:31.580000,2026-06-21 14:59:39.807000,5.11,2.14,7.25,9.2152,0.749,0.6232,9.4911,0.7463,0.6213,0.4487,0.1544,4.8e-05,4.5e-05,0
sthelar40x_bps_9class_slide_lora_adaptformer_r8_a8_red16_decoder_last_stage_lr5e-5_e10_seed42_CLEAN,3,10,2026-06-21 14:59:41.849000,2026-06-21 15:04:46.776000,2026-06-21 15:06:56.097000,5.08,2.16,7.24,8.9249,0.7549,0.6352,9.3245,0.751,0.6268,0.4598,0.1603,4.5e-05,4.3e-05,1
sthelar40x_bps_9class_slide_lora_adaptformer_r8_a8_red16_decoder_last_stage_lr5e-5_e10_seed42_CLEAN,4,10,2026-06-21 15:07:00.283000,2026-06-21 15:12:00.098000,2026-06-21 15:14:07.304000,5.0,2.12,7.12,8.7465,0.7545,0.6332,9.3454,0.7535,0.6307,0.4609,0.1587,4.3e-05,4.1e-05,1
sthelar40x_bps_9class_slide_lora_adaptformer_r8_a8_red16_decoder_last_stage_lr5e-5_e10_seed42_CLEAN,5,10,2026-06-21 15:14:11.814000,2026-06-21 15:19:21.932000,2026-06-21 15:21:29.374000,5.17,2.12,7.29,8.6136,0.7609,0.6406,9.1552,0.7517,0.6283,0.4595,0.1632,4.1e-05,3.9e-05,0
sthelar40x_bps_9class_slide_lora_adaptformer_r8_a8_red16_decoder_last_stage_lr5e-5_e10_seed42_CLEAN,6,10,2026-06-21 15:21:31.622000,2026-06-21 15:26:33.667000,2026-06-21 15:28:41.013000,5.03,2.12,7.16,8.6082,0.7559,0.6375,9.1833,0.7538,0.6307,0.4624,0.1692,3.9e-05,3.7e-05,1
sthelar40x_bps_9class_slide_lora_adaptformer_r8_a8_red16_decoder_last_stage_lr5e-5_e10_seed42_CLEAN,7,10,2026-06-21 15:28:45.030000,2026-06-21 15:33:44.643000,2026-06-21 15:35:52.144000,4.99,2.13,7.12,8.5113,0.7651,0.6434,9.2524,0.7561,0.6334,0.463,0.163,3.7e-05,3.5e-05,1
sthelar40x_bps_9class_slide_lora_adaptformer_r8_a8_red16_decoder_last_stage_lr5e-5_e10_seed42_CLEAN,8,10,2026-06-21 15:35:56.053000,2026-06-21 15:40:51.704000,2026-06-21 15:43:01.739000,4.93,2.17,7.09,8.4103,0.7656,0.6476,9.0873,0.7561,0.6338,0.464,0.1745,3.5e-05,3.3e-05,1
sthelar40x_bps_9class_slide_lora_adaptformer_r8_a8_red16_decoder_last_stage_lr5e-5_e10_seed42_CLEAN,9,10,2026-06-21 15:43:05.843000,2026-06-21 15:48:07.258000,2026-06-21 15:50:17.152000,5.02,2.16,7.19,8.3606,0.7659,0.6468,9.072,0.7558,0.6336,0.464,0.1707,3.3e-05,3.2e-05,0
sthelar40x_bps_9class_slide_lora_adaptformer_r8_a8_red16_decoder_last_stage_lr5e-5_e10_seed42_CLEAN,10,10,2026-06-21 15:50:19.274000,2026-06-21 15:55:33.676000,2026-06-21 15:57:43.336000,5.24,2.16,7.4,8.3548,0.7688,0.6491,8.953,0.7548,0.632,0.4626,0.181,3.2e-05,3e-05,0
sthelar40x_bps_9class_slide_lora_ntonly_r16_a16_lr5e-5_clean_e3,1,3,2026-05-28 23:43:34.617000,2026-05-28 23:51:53.507000,2026-05-28 23:55:22.178000,8.31,3.48,11.79,11.1709,0.722,0.5919,10.6405,0.7289,0.5985,0.437,0.1464,5e-05,4.8e-05,1
sthelar40x_bps_9class_slide_lora_ntonly_r16_a16_lr5e-5_clean_e3,2,3,2026-05-28 23:55:28.874000,2026-05-29 00:03:48.576000,2026-05-29 00:07:16.317000,8.33,3.46,11.79,10.2986,0.7375,0.6106,10.5188,0.7323,0.6035,0.4406,0.1521,4.8e-05,4.5e-05,1
sthelar40x_bps_9class_slide_lora_ntonly_r16_a16_lr5e-5_clean_e3,3,3,2026-05-29 00:07:26.408000,2026-05-29 00:15:50.904000,2026-05-29 00:19:20.926000,8.41,3.5,11.91,10.0367,0.7417,0.6166,10.2528,0.7383,0.6113,0.4501,0.1648,4.5e-05,4.3e-05,1
sthelar40x_bps_9class_slide_lora_ntonly_r4_a4_lr5e-5_clean_e3,1,3,2026-05-28 23:22:49.345000,2026-05-28 23:30:54.214000,2026-05-28 23:34:24.272000,8.08,3.5,11.58,11.3123,0.7047,0.571,10.7535,0.725,0.593,0.4292,0.1332,5e-05,4.8e-05,1
sthelar40x_bps_9class_slide_lora_ntonly_r4_a4_lr5e-5_clean_e3,2,3,2026-05-28 23:34:30.177000,2026-05-28 23:42:43.405000,2026-05-28 23:46:11.631000,8.22,3.47,11.69,10.4422,0.7256,0.5956,10.466,0.7284,0.5979,0.4376,0.1547,4.8e-05,4.5e-05,1
sthelar40x_bps_9class_slide_lora_ntonly_r4_a4_lr5e-5_clean_e3,3,3,2026-05-28 23:46:21.353000,2026-05-28 23:54:36.183000,2026-05-28 23:58:06.858000,8.25,3.51,11.76,10.199,0.7386,0.6107,10.4744,0.7298,0.5996,0.4379,0.1563,4.5e-05,4.3e-05,1
sthelar40x_bps_9class_slide_lora_ntonly_r8_a8_lr5e-5_clean_e3,1,3,2026-05-28 23:26:54.737000,2026-05-28 23:35:25,2026-05-28 23:38:56.845000,8.5,3.53,12.04,11.278,0.7104,0.5798,10.6759,0.7263,0.5952,0.4333,0.1477,5e-05,4.8e-05,1
sthelar40x_bps_9class_slide_lora_ntonly_r8_a8_lr5e-5_clean_e3,2,3,2026-05-28 23:39:02.832000,2026-05-28 23:47:38.570000,2026-05-28 23:51:09.315000,8.6,3.51,12.11,10.3486,0.7342,0.6074,10.4112,0.7305,0.6009,0.4404,0.1636,4.8e-05,4.5e-05,1
sthelar40x_bps_9class_slide_lora_ntonly_r8_a8_lr5e-5_clean_e3,3,3,2026-05-28 23:51:15.394000,2026-05-29 00:00:06.359000,2026-05-29 00:03:38.605000,8.85,3.54,12.39,10.0984,0.7364,0.6125,10.3303,0.7322,0.6033,0.4433,0.1583,4.5e-05,4.3e-05,1
sthelar40x_bps_9class_slide_lora_r16_a16_e3,1,3,2026-05-25 10:14:11.623000,2026-05-25 10:23:06.977000,2026-05-25 10:26:38.755000,8.92,3.53,12.45,9.8503,0.7318,0.6034,9.588,0.7424,0.6172,0.432,0.1292,0.0001,9.5e-05,1
sthelar40x_bps_9class_slide_lora_r16_a16_e3,2,3,2026-05-25 10:26:45.761000,2026-05-25 10:35:05.652000,2026-05-25 10:38:35.210000,8.33,3.49,11.82,9.0387,0.7398,0.612,9.3511,0.752,0.6291,0.4553,0.164,9.5e-05,9e-05,1
sthelar40x_bps_9class_slide_lora_r16_a16_e3,3,3,2026-05-25 10:38:42.408000,2026-05-25 10:49:05.664000,2026-05-25 10:52:30.884000,10.39,3.42,13.81,9.7368,0.6977,0.5589,10.0435,0.704,0.5673,0.3485,0.0927,9e-05,8.6e-05,0
sthelar40x_bps_9class_slide_lora_r16_a16_lr5e-5_clean_e3,1,3,2026-05-28 23:03:56.921000,2026-05-28 23:13:06.315000,2026-05-28 23:16:42.909000,9.16,3.61,12.77,9.8824,0.7388,0.6116,9.3883,0.746,0.6205,0.4429,0.158,5e-05,4.8e-05,1
sthelar40x_bps_9class_slide_lora_r16_a16_lr5e-5_clean_e3,2,3,2026-05-28 23:16:49.198000,2026-05-28 23:25:49.363000,2026-05-28 23:29:21.822000,9.0,3.54,12.54,8.9748,0.7519,0.6275,9.2212,0.7563,0.6344,0.4603,0.1685,4.8e-05,4.5e-05,1
sthelar40x_bps_9class_slide_lora_r16_a16_lr5e-5_clean_e3,3,3,2026-05-28 23:29:28.252000,2026-05-28 23:38:10.598000,2026-05-28 23:41:44.695000,8.71,3.57,12.27,8.7461,0.7593,0.6372,9.1287,0.7553,0.6335,0.4588,0.1679,4.5e-05,4.3e-05,0
sthelar40x_bps_9class_slide_lora_r4_a4_e3,1,3,2026-05-25 10:14:17.488000,2026-05-25 10:23:18.957000,2026-05-25 10:26:52.879000,9.02,3.57,12.59,9.6928,0.7481,0.621,9.3511,0.7543,0.6319,0.4571,0.159,0.0001,9.5e-05,1
