run_name,epoch,max_epochs,epoch_start_time,train_end_time,val_end_time,train_minutes,validation_minutes,epoch_wall_minutes,train_loss,train_Dice,train_Jaccard,val_loss,val_Dice,val_Jaccard,val_bPQ,val_mPQ,old_lr,new_lr,new_best
sthelar40x_colon_5class_spatial_margin128_cap50000_fullft_lr1e-5_e10_seed42_CLEAN,4,10,2026-06-30 20:40:05.089000,2026-06-30 21:22:35.518000,2026-06-30 21:30:51.539000,42.51,8.27,50.77,5.1252,0.7577,0.6258,5.1061,0.7755,0.6483,0.4144,0.26,9e-06,8e-06,1
sthelar40x_colon_5class_spatial_margin128_cap50000_fullft_lr1e-5_e10_seed42_CLEAN,5,10,2026-06-30 21:31:07.513000,2026-06-30 22:13:51.196000,2026-06-30 22:22:09.913000,42.73,8.31,51.04,5.0752,0.7609,0.6308,5.0712,0.7795,0.6539,0.4185,0.2655,8e-06,8e-06,1
sthelar40x_colon_5class_spatial_margin128_cap50000_fullft_lr1e-5_e10_seed42_CLEAN,6,10,2026-06-30 22:22:25.763000,2026-06-30 23:05:43.883000,2026-06-30 23:13:55.959000,43.3,8.2,51.5,5.0249,0.7649,0.6349,5.0116,0.7828,0.6578,0.4304,0.2693,8e-06,7e-06,1
sthelar40x_colon_5class_spatial_margin128_cap50000_fullft_lr1e-5_e10_seed42_CLEAN,7,10,2026-06-30 23:14:09.200000,2026-06-30 23:56:43.275000,2026-07-01 00:04:56.418000,42.57,8.22,50.79,4.9897,0.7675,0.6384,5.0332,0.7811,0.6552,0.4209,0.2713,7e-06,7e-06,0
sthelar40x_colon_5class_spatial_margin128_cap50000_fullft_lr1e-5_e10_seed42_CLEAN,8,10,2026-07-01 00:05:01.747000,2026-07-01 00:48:37.587000,2026-07-01 00:57:17.164000,43.6,8.66,52.26,5.0867,0.7625,0.6325,5.1053,0.7751,0.6473,0.4042,0.2606,7e-06,7e-06,0
sthelar40x_colon_5class_spatial_margin128_cap50000_fullft_lr1e-5_e10_seed42_CLEAN,9,10,2026-07-01 00:57:23.156000,2026-07-01 01:41:29.168000,2026-07-01 01:50:11.021000,44.1,8.7,52.8,4.9962,0.7684,0.6392,5.0468,0.7847,0.6594,0.4253,0.2755,7e-06,6e-06,0
sthelar40x_colon_5class_spatial_margin128_cap50000_fullft_lr1e-5_e10_seed42_CLEAN,10,10,2026-07-01 01:50:17.518000,2026-07-01 02:34:08.015000,2026-07-01 02:42:47.327000,43.84,8.66,52.5,4.9672,0.7708,0.642,5.0146,0.7809,0.655,0.4244,0.2749,6e-06,6e-06,0
sthelar40x_colon_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,1,10,2026-06-30 09:25:20.042000,2026-06-30 10:39:13.332000,2026-06-30 10:53:02.213000,73.89,13.81,87.7,8.5767,0.6725,0.5231,6.7359,0.7236,0.5832,0.2867,0.1595,5e-05,4.8e-05,1
sthelar40x_colon_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,2,10,2026-06-30 10:53:11.490000,2026-06-30 12:01:28.382000,2026-06-30 12:16:01.500000,68.28,14.55,82.83,6.5067,0.7142,0.5696,6.0594,0.7649,0.6337,0.3898,0.2192,4.8e-05,4.5e-05,1
sthelar40x_colon_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,3,10,2026-06-30 12:16:04.619000,2026-06-30 13:24:03.789000,2026-06-30 13:38:47.846000,67.99,14.73,82.72,6.0913,0.7316,0.5931,5.9124,0.7609,0.6305,0.3876,0.2337,4.5e-05,4.3e-05,0
sthelar40x_colon_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,4,10,2026-06-30 13:38:47.869000,2026-06-30 14:47:11.457000,2026-06-30 15:01:56.187000,68.39,14.75,83.14,5.734,0.7353,0.5977,5.098,0.7675,0.6375,0.4038,0.2387,4.3e-05,4.1e-05,1
sthelar40x_colon_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,5,10,2026-06-30 15:02:07.655000,2026-06-30 16:10:48.437000,2026-06-30 16:25:28.679000,68.68,14.67,83.35,4.9961,0.7384,0.6019,4.7024,0.7619,0.6305,0.3988,0.2424,4.1e-05,3.9e-05,0
sthelar40x_colon_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,6,10,2026-06-30 16:25:28.685000,2026-06-30 17:34:18.771000,2026-06-30 17:48:59.368000,68.83,14.68,83.51,4.8002,0.7424,0.6064,4.5869,0.7665,0.6365,0.4022,0.2483,3.9e-05,3.7e-05,0
sthelar40x_colon_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,7,10,2026-06-30 17:48:59.379000,2026-06-30 18:57:47.411000,2026-06-30 19:11:41.123000,68.8,13.9,82.7,4.7176,0.7449,0.6095,4.6903,0.7597,0.6268,0.3859,0.2374,3.7e-05,3.5e-05,0
sthelar40x_colon_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,8,10,2026-06-30 19:11:41.141000,2026-06-30 20:28:55.201000,2026-06-30 20:42:12.495000,77.23,13.29,90.52,4.6487,0.7463,0.6125,4.5758,0.7648,0.6346,0.4116,0.26,3.5e-05,3.3e-05,1
sthelar40x_colon_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,9,10,2026-06-30 20:42:16.005000,2026-06-30 21:58:56.009000,2026-06-30 22:12:15.481000,76.67,13.32,89.99,4.6034,0.7503,0.6158,4.5233,0.7693,0.6391,0.4079,0.257,3.3e-05,3.2e-05,0
sthelar40x_colon_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,10,10,2026-06-30 22:12:15.487000,2026-06-30 23:24:36.184000,2026-06-30 23:39:11.923000,72.34,14.6,86.94,4.5686,0.7524,0.6184,4.4746,0.774,0.6457,0.4175,0.2599,3.2e-05,3e-05,1
sthelar40x_colon_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,1,10,2026-06-30 20:32:19.843000,2026-06-30 21:13:07.530000,2026-06-30 21:22:08.420000,40.79,9.01,49.81,8.5718,0.6713,0.5217,6.7623,0.7187,0.5766,0.2755,0.151,5e-05,4.8e-05,1
sthelar40x_colon_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,2,10,2026-06-30 21:22:12.379000,2026-06-30 22:02:01.560000,2026-06-30 22:10:42.803000,39.82,8.69,48.51,6.5113,0.7143,0.5699,6.0407,0.7633,0.6327,0.39,0.2205,4.8e-05,4.5e-05,1
sthelar40x_colon_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,3,10,2026-06-30 22:10:46.921000,2026-06-30 22:50:55.216000,2026-06-30 22:59:34.865000,40.14,8.66,48.8,6.0927,0.7312,0.593,5.9133,0.7607,0.6302,0.3877,0.2341,4.5e-05,4.3e-05,0
sthelar40x_colon_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,4,10,2026-06-30 22:59:36.980000,2026-06-30 23:39:47.153000,2026-06-30 23:48:27.201000,40.17,8.67,48.84,5.7398,0.7349,0.5972,5.1112,0.7637,0.6332,0.3987,0.2362,4.3e-05,4.1e-05,1
sthelar40x_colon_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,5,10,2026-06-30 23:48:32.111000,2026-07-01 00:27:15.180000,2026-07-01 00:35:46.689000,38.72,8.53,47.24,4.9991,0.7377,0.6013,4.7089,0.7595,0.6275,0.3946,0.2412,4.1e-05,3.9e-05,0
sthelar40x_colon_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,6,10,2026-07-01 00:35:48.792000,2026-07-01 01:13:33.457000,2026-07-01 01:22:00.913000,37.74,8.46,46.2,4.8014,0.7419,0.6058,4.5786,0.768,0.638,0.4052,0.2529,3.9e-05,3.7e-05,1
sthelar40x_colon_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,7,10,2026-07-01 01:22:05.377000,2026-07-01 02:00:13.110000,2026-07-01 02:08:39.430000,38.13,8.44,46.57,4.719,0.7445,0.609,4.6922,0.7587,0.6254,0.3852,0.239,3.7e-05,3.5e-05,0
sthelar40x_colon_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,8,10,2026-07-01 02:08:41.486000,2026-07-01 02:46:41.819000,2026-07-01 02:55:00.359000,38.01,8.31,46.31,4.6495,0.7458,0.6121,4.5555,0.7644,0.634,0.4118,0.2619,3.5e-05,3.3e-05,1
sthelar40x_colon_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,9,10,2026-07-01 02:55:04.644000,2026-07-01 03:33:52.700000,2026-07-01 03:41:50.612000,38.8,7.97,46.77,4.6047,0.7499,0.6155,4.5522,0.7685,0.638,0.4051,0.2537,3.3e-05,3.2e-05,0
sthelar40x_colon_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,10,10,2026-07-01 03:41:52.540000,2026-07-01 04:20:12.359000,2026-07-01 04:28:08.951000,38.33,7.94,46.27,4.5698,0.752,0.618,4.4817,0.7737,0.6455,0.4164,0.2593,3.2e-05,3e-05,1
sthelar40x_colon_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN,1,10,2026-06-30 23:46:05.058000,2026-07-01 00:52:47.927000,2026-07-01 01:06:02.025000,66.71,13.23,79.95,8.2528,0.6873,0.5382,6.654,0.7418,0.6023,0.3172,0.1648,5e-05,4.8e-05,1
sthelar40x_colon_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN,2,10,2026-07-01 01:06:05.366000,2026-07-01 02:13:45.117000,2026-07-01 02:26:32.826000,67.66,12.8,80.46,6.466,0.7115,0.566,6.2008,0.7289,0.5871,0.3448,0.2053,4.8e-05,4.5e-05,1
sthelar40x_colon_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN,3,10,2026-07-01 02:26:35.967000,2026-07-01 03:34:50.563000,2026-07-01 03:47:42.907000,68.24,12.87,81.12,6.1012,0.7271,0.5845,5.9593,0.752,0.6155,0.3694,0.2256,4.5e-05,4.3e-05,1
sthelar40x_colon_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN,4,10,2026-07-01 03:47:46.355000,2026-07-01 04:59:37.148000,2026-07-01 05:12:34.227000,71.85,12.95,84.8,5.4647,0.7301,0.5881,4.9539,0.7621,0.6298,0.3828,0.2191,4.3e-05,4.1e-05,1
sthelar40x_colon_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN,5,10,2026-07-01 05:12:37.386000,2026-07-01 06:25:19.602000,2026-07-01 06:38:29.248000,72.7,13.16,85.86,4.9588,0.7348,0.5939,4.7962,0.7638,0.6317,0.3925,0.244,4.1e-05,3.9e-05,1
sthelar40x_colon_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN,6,10,2026-07-01 06:38:32.414000,2026-07-01 07:52:12.887000,2026-07-01 08:05:01.034000,73.67,12.8,86.48,4.8327,0.738,0.5978,4.8285,0.7563,0.6217,0.3759,0.2361,3.9e-05,3.7e-05,0
sthelar40x_colon_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN,7,10,2026-07-01 08:05:01.088000,2026-07-01 09:18:52.833000,2026-07-01 09:31:42.537000,73.86,12.83,86.69,4.7285,0.7423,0.6036,4.6119,0.7677,0.6367,0.402,0.2395,3.7e-05,3.5e-05,1
sthelar40x_colon_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN,8,10,2026-07-01 09:31:45.515000,2026-07-01 10:45:13.266000,2026-07-01 10:58:04.345000,73.46,12.85,86.31,4.6846,0.7442,0.6058,4.5515,0.7619,0.6308,0.3986,0.2495,3.5e-05,3.3e-05,0
sthelar40x_colon_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN,9,10,2026-07-01 10:58:04.349000,2026-07-01 12:12:18.196000,2026-07-01 12:25:18.131000,74.23,13.0,87.23,4.6314,0.7479,0.6101,4.5508,0.7706,0.6406,0.4059,0.2538,3.3e-05,3.2e-05,1
sthelar40x_colon_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN,10,10,2026-07-01 12:25:21.115000,2026-07-01 13:38:59.795000,2026-07-01 13:51:54.405000,73.64,12.91,86.55,4.5889,0.7484,0.6112,4.5324,0.7654,0.636,0.4031,0.2504,3.2e-05,3e-05,0
sthelar40x_kidney_5class_spatial_margin128_fullft_lr1e-5_e10_seed42_CLEAN,1,10,2026-06-27 20:00:15.542000,2026-06-27 20:17:16.804000,2026-06-27 20:18:56.031000,17.02,1.65,18.67,5.0159,0.8057,0.6907,4.6468,0.835,0.7344,0.6093,0.2989,1e-05,1e-05,1
sthelar40x_kidney_5class_spatial_margin128_fullft_lr1e-5_e10_seed42_CLEAN,2,10,2026-06-27 20:19:06.964000,2026-06-27 20:34:46.952000,2026-06-27 20:36:27.363000,15.67,1.67,17.34,4.1995,0.819,0.7105,4.4744,0.8339,0.7309,0.6038,0.3161,1e-05,9e-06,0
sthelar40x_kidney_5class_spatial_margin128_fullft_lr1e-5_e10_seed42_CLEAN,3,10,2026-06-27 20:36:32.704000,2026-06-27 20:52:23.068000,2026-06-27 20:54:00.105000,15.84,1.62,17.46,4.0749,0.8254,0.7174,4.4202,0.8448,0.7494,0.6273,0.3169,9e-06,9e-06,1
sthelar40x_kidney_5class_spatial_margin128_fullft_lr1e-5_e10_seed42_CLEAN,4,10,2026-06-27 20:54:10.443000,2026-06-27 21:10:17.310000,2026-06-27 21:11:56.271000,16.11,1.65,17.76,4.0078,0.8291,0.7222,4.2807,0.8404,0.7418,0.6192,0.3337,9e-06,8e-06,0
sthelar40x_kidney_5class_spatial_margin128_fullft_lr1e-5_e10_seed42_CLEAN,5,10,2026-06-27 21:12:01.649000,2026-06-27 21:27:59.166000,2026-06-27 21:29:37.359000,15.96,1.64,17.6,3.9594,0.8306,0.7272,4.1495,0.8512,0.7577,0.6375,0.3514,8e-06,8e-06,1
sthelar40x_kidney_5class_spatial_margin128_fullft_lr1e-5_e10_seed42_CLEAN,6,10,2026-06-27 21:29:47.640000,2026-06-27 21:45:41.815000,2026-06-27 21:47:20.170000,15.9,1.64,17.54,3.9025,0.8355,0.733,4.1496,0.8539,0.7606,0.6397,0.3494,8e-06,7e-06,1
sthelar40x_kidney_5class_spatial_margin128_fullft_lr1e-5_e10_seed42_CLEAN,7,10,2026-06-27 21:47:30.451000,2026-06-27 22:04:28.137000,2026-06-27 22:06:07.254000,16.96,1.65,18.61,3.8736,0.8374,0.7344,4.1365,0.8512,0.7571,0.6388,0.3569,7e-06,7e-06,0
sthelar40x_kidney_5class_spatial_margin128_fullft_lr1e-5_e10_seed42_CLEAN,8,10,2026-06-27 22:06:12.837000,2026-06-27 22:22:11.803000,2026-06-27 22:23:54.583000,15.98,1.71,17.7,3.8514,0.8395,0.7372,4.2075,0.8412,0.7421,0.6161,0.3427,7e-06,7e-06,0
sthelar40x_kidney_5class_spatial_margin128_fullft_lr1e-5_e10_seed42_CLEAN,9,10,2026-06-27 22:23:59.706000,2026-06-27 22:39:41.791000,2026-06-27 22:41:20.737000,15.7,1.65,17.35,3.8369,0.839,0.7383,4.1816,0.8496,0.7546,0.6318,0.342,7e-06,6e-06,0
sthelar40x_kidney_5class_spatial_margin128_fullft_lr1e-5_e10_seed42_CLEAN,10,10,2026-06-27 22:41:26.171000,2026-06-27 22:57:29.683000,2026-06-27 22:59:07.458000,16.06,1.63,17.69,3.8106,0.8445,0.7431,4.1221,0.8523,0.7585,0.6368,0.3515,6e-06,6e-06,0
sthelar40x_kidney_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,1,10,2026-06-28 20:33:01.383000,2026-06-28 20:47:21.131000,2026-06-28 20:49:09.610000,14.33,1.81,16.14,8.0529,0.7688,0.6395,6.0892,0.8134,0.6998,0.5648,0.2244,5e-05,4.8e-05,1
sthelar40x_kidney_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,2,10,2026-06-28 20:49:14.521000,2026-06-28 21:03:17.120000,2026-06-28 21:05:03.972000,14.04,1.78,15.82,5.7476,0.7865,0.6639,5.4444,0.8153,0.7025,0.5691,0.2489,4.8e-05,4.5e-05,1
sthelar40x_kidney_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,3,10,2026-06-28 21:05:07.998000,2026-06-28 21:19:34.537000,2026-06-28 21:21:21.807000,14.44,1.79,16.23,5.2746,0.801,0.6818,5.1592,0.8222,0.7131,0.582,0.2956,4.5e-05,4.3e-05,1
sthelar40x_kidney_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,4,10,2026-06-28 21:21:25.507000,2026-06-28 21:36:04.164000,2026-06-28 21:37:49.224000,14.64,1.75,16.4,5.0186,0.81,0.6945,4.9788,0.825,0.7171,0.5894,0.2976,4.3e-05,4.1e-05,1
sthelar40x_kidney_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,5,10,2026-06-28 21:37:56.769000,2026-06-28 21:52:19.936000,2026-06-28 21:54:06.375000,14.39,1.77,16.16,4.8637,0.8118,0.6989,4.8037,0.8354,0.7327,0.6087,0.3089,4.1e-05,3.9e-05,1
sthelar40x_kidney_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,6,10,2026-06-28 21:54:10.059000,2026-06-28 22:08:34.572000,2026-06-28 22:10:21.416000,14.41,1.78,16.19,4.7518,0.8184,0.7068,4.8136,0.829,0.7231,0.598,0.3035,3.9e-05,3.7e-05,0
sthelar40x_kidney_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,7,10,2026-06-28 22:10:23.392000,2026-06-28 22:24:46.691000,2026-06-28 22:26:29.145000,14.39,1.71,16.1,4.6738,0.8195,0.7082,4.7483,0.8255,0.7184,0.5925,0.3136,3.7e-05,3.5e-05,0
sthelar40x_kidney_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,8,10,2026-06-28 22:26:31.050000,2026-06-28 22:40:51.354000,2026-06-28 22:42:34.086000,14.34,1.71,16.05,4.6021,0.8221,0.7123,4.6856,0.8367,0.735,0.6114,0.3156,3.5e-05,3.3e-05,1
sthelar40x_kidney_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,9,10,2026-06-28 22:42:37.824000,2026-06-28 22:56:38.116000,2026-06-28 22:58:19.759000,14.0,1.69,15.7,4.5531,0.8221,0.713,4.6305,0.8361,0.734,0.612,0.3172,3.3e-05,3.2e-05,1
sthelar40x_kidney_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,10,10,2026-06-28 22:58:23.601000,2026-06-28 23:12:45.841000,2026-06-28 23:14:30.111000,14.37,1.74,16.11,4.3842,0.8245,0.7158,4.5003,0.8309,0.7274,0.6043,0.3129,3.2e-05,3e-05,0
sthelar40x_kidney_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN,1,10,2026-06-30 23:29:05.450000,2026-06-30 23:53:32.228000,2026-06-30 23:56:26.122000,24.45,2.9,27.34,6.9822,0.7788,0.653,5.9317,0.8209,0.7108,0.5803,0.2,5e-05,4.8e-05,1
sthelar40x_kidney_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN,2,10,2026-06-30 23:56:31.082000,2026-07-01 00:20:09.484000,2026-07-01 00:23:01.718000,23.64,2.87,26.51,5.6822,0.7893,0.6667,5.4375,0.8259,0.7195,0.5928,0.2198,4.8e-05,4.5e-05,1
sthelar40x_kidney_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN,3,10,2026-07-01 00:23:05.353000,2026-07-01 00:46:57.486000,2026-07-01 00:49:53.122000,23.87,2.93,26.8,5.2139,0.8068,0.6881,5.1222,0.8237,0.7178,0.5911,0.2566,4.5e-05,4.3e-05,0
sthelar40x_kidney_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN,4,10,2026-07-01 00:49:53.126000,2026-07-01 01:14:08.448000,2026-07-01 01:17:09.554000,24.26,3.02,27.27,4.9568,0.8146,0.7009,4.9877,0.8271,0.7206,0.5955,0.2891,4.3e-05,4.1e-05,1
sthelar40x_kidney_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN,5,10,2026-07-01 01:17:12.975000,2026-07-01 01:41:32.977000,2026-07-01 01:44:29.216000,24.33,2.94,27.27,4.814,0.8156,0.7054,4.9092,0.8385,0.7382,0.6182,0.2763,4.1e-05,3.9e-05,1
sthelar40x_kidney_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN,6,10,2026-07-01 01:44:33.249000,2026-07-01 02:08:44.280000,2026-07-01 02:11:40.351000,24.18,2.93,27.12,4.7101,0.8201,0.7095,4.8235,0.8308,0.7262,0.604,0.3231,3.9e-05,3.7e-05,0
sthelar40x_kidney_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN,7,10,2026-07-01 02:11:40.355000,2026-07-01 02:36:12.357000,2026-07-01 02:39:07.310000,24.53,2.92,27.45,4.6158,0.8214,0.7113,4.7785,0.8392,0.7395,0.621,0.3247,3.7e-05,3.5e-05,1
sthelar40x_kidney_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN,8,10,2026-07-01 02:39:10.823000,2026-07-01 03:03:37.136000,2026-07-01 03:06:31.871000,24.44,2.91,27.35,4.5066,0.8234,0.7136,4.5153,0.8351,0.7342,0.6127,0.306,3.5e-05,3.3e-05,0
sthelar40x_kidney_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN,9,10,2026-07-01 03:06:31.874000,2026-07-01 03:30:57.352000,2026-07-01 03:33:51.375000,24.42,2.9,27.33,4.0071,0.8223,0.7143,4.1966,0.8344,0.7331,0.612,0.3134,3.3e-05,3.2e-05,0
sthelar40x_kidney_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN,10,10,2026-07-01 03:33:51.384000,2026-07-01 03:58:33.159000,2026-07-01 04:01:26.022000,24.7,2.88,27.58,3.7033,0.8241,0.7152,3.9072,0.8417,0.7434,0.6252,0.3306,3.2e-05,3e-05,1
sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_adaptformer_red16_decoder_frozen_lr5e-5_e10_seed42_CLEAN,1,10,2026-06-25 00:14:25.607000,2026-06-25 01:07:34.051000,2026-06-25 01:21:32.894000,53.14,13.98,67.12,10.0911,0.7506,0.6186,9.6682,0.8068,0.6884,0.5481,0.1474,5e-05,4.8e-05,1
sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_adaptformer_red16_decoder_frozen_lr5e-5_e10_seed42_CLEAN,2,10,2026-06-25 01:21:37.654000,2026-06-25 02:14:06.596000,2026-06-25 02:27:40.012000,52.48,13.56,66.04,9.5363,0.7588,0.6295,9.8144,0.7853,0.6596,0.5142,0.1312,4.8e-05,4.5e-05,0
sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_adaptformer_red16_decoder_frozen_lr5e-5_e10_seed42_CLEAN,3,10,2026-06-25 02:27:41.901000,2026-06-25 03:20:19.104000,2026-06-25 03:34:03.226000,52.62,13.74,66.36,9.433,0.7644,0.6368,9.4097,0.8035,0.6862,0.5492,0.155,4.5e-05,4.3e-05,1
sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_adaptformer_red16_decoder_frozen_lr5e-5_e10_seed42_CLEAN,4,10,2026-06-25 03:34:07.060000,2026-06-25 04:27:15.835000,2026-06-25 04:40:57.130000,53.15,13.69,66.83,9.3625,0.7672,0.6401,9.3963,0.8026,0.6849,0.5472,0.1492,4.3e-05,4.1e-05,0
sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_adaptformer_red16_decoder_frozen_lr5e-5_e10_seed42_CLEAN,5,10,2026-06-25 04:40:59.047000,2026-06-25 05:34:56.956000,2026-06-25 05:48:32.122000,53.97,13.59,67.55,9.3303,0.7685,0.6425,9.1755,0.8129,0.6985,0.5603,0.1734,4.1e-05,3.9e-05,1
sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_adaptformer_red16_decoder_frozen_lr5e-5_e10_seed42_CLEAN,6,10,2026-06-25 05:48:35.807000,2026-06-25 06:42:26.749000,2026-06-25 06:56:07.415000,53.85,13.68,67.53,9.2839,0.7704,0.6446,9.3342,0.8112,0.6963,0.5622,0.1599,3.9e-05,3.7e-05,1
sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_adaptformer_red16_decoder_frozen_lr5e-5_e10_seed42_CLEAN,7,10,2026-06-25 06:56:11.017000,2026-06-25 07:49:26.568000,2026-06-25 08:02:49.062000,53.26,13.37,66.63,9.258,0.7703,0.6446,9.6483,0.7825,0.6569,0.5161,0.1464,3.7e-05,3.5e-05,0
sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_adaptformer_red16_decoder_frozen_lr5e-5_e10_seed42_CLEAN,8,10,2026-06-25 08:02:50.899000,2026-06-25 08:56:10.621000,2026-06-25 09:09:46.588000,53.33,13.6,66.93,9.2318,0.7739,0.6498,9.2781,0.805,0.6876,0.5478,0.1609,3.5e-05,3.3e-05,0
