protocol,backbone,method,domain,tissue,seed,fold,status,canonical_job_id,checkpoint_policy,Dice,Jaccard,bPQ,mPQ,F1det,F1type,immune_F1,immune_matched_support,immune_total_true_support,stromal_F1,stromal_matched_support,stromal_total_true_support,epithelial_F1,epithelial_matched_support,epithelial_total_true_support,melanocyte_F1,melanocyte_matched_support,melanocyte_total_true_support,other_F1,other_matched_support,other_total_true_support,trainable_params,total_params,trainable_pct,matched_patches,source_inference_json,provenance_note,test_patches,test_true_support,train_slide,test_slide,test_patch_id_sha256,training_wall_seconds,training_wall_hours,training_peak_allocated_gib,inference_peak_allocated_gib,inference_patches_per_second,retained_model_state_bytes,model_state_kind,source_efficiency_json,source_inference_efficiency_json
held_out_slide_KLT,CellViT-SAM-H,Selected PEFT,KLT,Kidney+Liver+Tonsil,43,A,COMPLETED,1475933,checkpoint_10 TEST,0.788109893,0.674347962,0.519882691,0.214514290,0.843175701,0.482991188,0.744772691,537531,644485,0.530357179,203736,260074,0.655525916,224511,276099,,0,0,0.001308966,19713,41731,7908779,707644395,1.117620525,,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed43/log/2026-08-24T122637_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed43/inference_results.json,Canonical completion re-established from checkpoint-10 TEST artifacts on 2026-09-01.,23494,1222389,kidney_s0;liver_s0;tonsil_s0,kidney_s1;liver_s1;tonsil_s1,47b58bbfec248fadb420a3ee2072039375f23f2aae3ff5dc4146be2664e97a61,24080.374011,6.688993,9.361769,6.834445,9.257787,,,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed43/log/2026-08-24T122637_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed43/efficiency_metrics.json,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed43/log/2026-08-24T122637_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed43/inference_efficiency_metrics.json
held_out_slide_KLT,CellViT-SAM-H,Selected PEFT,KLT,Kidney+Liver+Tonsil,43,B,COMPLETED,1475934,checkpoint_10 TEST,0.837137527,0.732402214,0.611420925,0.240552094,0.866116897,0.495963671,0.823643604,724836,866241,0.418938280,242736,292573,0.722150680,326707,377255,,0,0,0.019122121,14918,23582,7908779,707644395,1.117620525,,run/sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_heads_e10_seed43/log/2026-08-24T122637_sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_heads_e10_seed43/inference_results.json,Canonical completion re-established from checkpoint-10 TEST artifacts on 2026-09-01.,26335,1559651,kidney_s1;liver_s1;tonsil_s1,kidney_s0;liver_s0;tonsil_s0,ecb48f53f1b24e779857cc2415f3f61e87130e253e65857542adbf7ca5b3972e,20838.056456,5.788349,9.361769,6.834445,8.300136,,,run/sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_heads_e10_seed43/log/2026-08-24T122637_sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_heads_e10_seed43/efficiency_metrics.json,run/sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_heads_e10_seed43/log/2026-08-24T122637_sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_heads_e10_seed43/inference_efficiency_metrics.json
held_out_slide_KLT,CellViT-SAM-H,Selected PEFT,KLT,Kidney+Liver+Tonsil,44,A,COMPLETED,1524187,checkpoint_10 TEST,0.786536491,0.672421848,0.517122110,0.227019698,0.835736577,0.514654147,0.775715950,535445,644433,0.532010040,203647,260110,0.748473035,225145,276512,,0,0,0.002417561,20182,41705,7908779,707644395,1.117620525,,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed44/log/2026-08-28T160202_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed44/inference_results.json,Canonical completion re-established from checkpoint-10 TEST artifacts on 2026-09-01.,23494,1222760,kidney_s0;liver_s0;tonsil_s0,kidney_s1;liver_s1;tonsil_s1,47b58bbfec248fadb420a3ee2072039375f23f2aae3ff5dc4146be2664e97a61,25921.062132,7.200295,9.361769,6.834445,9.242537,31812068,adapter safetensors,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed44/log/2026-08-28T160202_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed44/efficiency_metrics.json,run/sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed44/log/2026-08-28T160202_sthelar40x_klt_5class_slideind_foldA_lora_adaptformer_r8_a8_red16_heads_e10_seed44/inference_efficiency_metrics.json
held_out_slide_KLT,CellViT-SAM-H,Selected PEFT,KLT,Kidney+Liver+Tonsil,44,B,COMPLETED,1524189,checkpoint_10 TEST,0.835293535,0.729833362,0.608138090,0.238425834,0.867216919,0.494676856,0.818886879,723370,865355,0.438327366,240173,292332,0.705975150,322645,376663,,0,0,0.015518028,14085,23532,7908779,707644395,1.117620525,,run/sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_heads_e10_seed44/log/2026-08-28T160202_sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_heads_e10_seed44/inference_results.json,Canonical completion re-established from checkpoint-10 TEST artifacts on 2026-09-01.,26335,1557882,kidney_s1;liver_s1;tonsil_s1,kidney_s0;liver_s0;tonsil_s0,ecb48f53f1b24e779857cc2415f3f61e87130e253e65857542adbf7ca5b3972e,22653.905304,6.292751,9.361769,6.834445,8.472542,31812132,adapter safetensors,run/sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_heads_e10_seed44/log/2026-08-28T160202_sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_heads_e10_seed44/efficiency_metrics.json,run/sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_heads_e10_seed44/log/2026-08-28T160202_sthelar40x_klt_5class_slideind_foldB_lora_adaptformer_r8_a8_red16_heads_e10_seed44/inference_efficiency_metrics.json
held_out_slide_KLT,CellViT-SAM-H,FullFT,KLT,Kidney+Liver+Tonsil,42,A,COMPLETED,1465777,checkpoint_10 TEST,0.790962625,0.679880617,0.522569900,0.178996828,0.831642319,0.443195442,0.703896072,531621,644531,0.529046558,197957,260164,0.414863597,223062,276562,,0,0,0.124975540,17562,41757,699736523,699736523,100.000000000,,run/sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed42/log/2026-08-19T110413_sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed42/inference_results.json,Canonical completion re-established from checkpoint-10 TEST artifacts on 2026-09-01.,23494,1223014,kidney_s0;liver_s0;tonsil_s0,kidney_s1;liver_s1;tonsil_s1,47b58bbfec248fadb420a3ee2072039375f23f2aae3ff5dc4146be2664e97a61,31844.095517,8.845582,15.507665,7.882327,9.537831,8397780353,canonical FullFT checkpoint size (provenance; weight may be retention-deleted),run/sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed42/log/2026-08-19T110413_sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed42/efficiency_metrics.json,run/sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed42/log/2026-08-19T110413_sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed42/inference_efficiency_metrics.json
held_out_slide_KLT,CellViT-SAM-H,FullFT,KLT,Kidney+Liver+Tonsil,42,B,COMPLETED,1465822,checkpoint_10 TEST,0.838595557,0.733798850,0.605767735,0.227492166,0.862206280,0.538082460,0.831273442,722057,866290,0.431807632,240352,292631,0.698378727,324208,377366,,0,0,0.190870037,14806,23615,699736523,699736523,100.000000000,,run/sthelar40x_klt_5class_slideind_foldB_fullft_lr1e-5_e10_seed42/log/2026-08-19T181004_sthelar40x_klt_5class_slideind_foldB_fullft_lr1e-5_e10_seed42/inference_results.json,Canonical completion re-established from checkpoint-10 TEST artifacts on 2026-09-01.,26335,1559902,kidney_s1;liver_s1;tonsil_s1,kidney_s0;liver_s0;tonsil_s0,ecb48f53f1b24e779857cc2415f3f61e87130e253e65857542adbf7ca5b3972e,25652.690591,7.125747,15.507665,7.882327,8.324481,8397780353,canonical FullFT checkpoint size (provenance; weight may be retention-deleted),run/sthelar40x_klt_5class_slideind_foldB_fullft_lr1e-5_e10_seed42/log/2026-08-19T181004_sthelar40x_klt_5class_slideind_foldB_fullft_lr1e-5_e10_seed42/efficiency_metrics.json,run/sthelar40x_klt_5class_slideind_foldB_fullft_lr1e-5_e10_seed42/log/2026-08-19T181004_sthelar40x_klt_5class_slideind_foldB_fullft_lr1e-5_e10_seed42/inference_efficiency_metrics.json
held_out_slide_KLT,CellViT-SAM-H,FullFT,KLT,Kidney+Liver+Tonsil,43,A,COMPLETED,1475941,checkpoint_10 TEST,0.796939417,0.683514311,0.525328908,0.210513846,0.837200211,0.489442922,0.717619302,532659,644433,0.532826690,200323,260055,0.574899621,222317,276255,,0,0,0.132426075,20092,41650,699736523,699736523,100.000000000,,run/sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed43/log/2026-08-25T015318_sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed43/inference_results.json,Canonical completion re-established from checkpoint-10 TEST artifacts on 2026-09-01.,23494,1222393,kidney_s0;liver_s0;tonsil_s0,kidney_s1;liver_s1;tonsil_s1,47b58bbfec248fadb420a3ee2072039375f23f2aae3ff5dc4146be2664e97a61,31761.212125,8.822559,15.501546,7.884646,9.329470,8397780353,canonical FullFT checkpoint size (provenance; weight may be retention-deleted),run/sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed43/log/2026-08-25T015318_sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed43/efficiency_metrics.json,run/sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed43/log/2026-08-25T015318_sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed43/inference_efficiency_metrics.json
held_out_slide_KLT,CellViT-SAM-H,FullFT,KLT,Kidney+Liver+Tonsil,43,B,COMPLETED,1475942,checkpoint_10 TEST,0.837651686,0.732417443,0.603335593,0.232789214,0.854947438,0.543409749,0.822578019,717371,866268,0.422591111,239547,292633,0.717455049,322700,377330,,0,0,0.211014817,15263,23623,699736523,699736523,100.000000000,,run/sthelar40x_klt_5class_slideind_foldB_fullft_lr1e-5_e10_seed43/log/2026-08-25T105706_sthelar40x_klt_5class_slideind_foldB_fullft_lr1e-5_e10_seed43/inference_results.json,Canonical completion re-established from checkpoint-10 TEST artifacts on 2026-09-01.,26335,1559854,kidney_s1;liver_s1;tonsil_s1,kidney_s0;liver_s0;tonsil_s0,ecb48f53f1b24e779857cc2415f3f61e87130e253e65857542adbf7ca5b3972e,27193.225427,7.553674,15.501546,7.884646,8.385924,8397780353,canonical FullFT checkpoint size (provenance; weight may be retention-deleted),run/sthelar40x_klt_5class_slideind_foldB_fullft_lr1e-5_e10_seed43/log/2026-08-25T105706_sthelar40x_klt_5class_slideind_foldB_fullft_lr1e-5_e10_seed43/efficiency_metrics.json,run/sthelar40x_klt_5class_slideind_foldB_fullft_lr1e-5_e10_seed43/log/2026-08-25T105706_sthelar40x_klt_5class_slideind_foldB_fullft_lr1e-5_e10_seed43/inference_efficiency_metrics.json
held_out_slide_KLT,CellViT-SAM-H,FullFT,KLT,Kidney+Liver+Tonsil,44,A,COMPLETED,1524190,checkpoint_10 TEST,0.796286929,0.683708934,0.527667599,0.205678207,0.839073541,0.492615090,0.735709988,533263,644616,0.535803154,198308,260144,0.547256738,221193,276591,,0,0,0.151690481,19016,41695,699736523,699736523,100.000000000,,run/sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed44/log/2026-08-28T220820_sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed44/inference_results.json,Canonical completion re-established from checkpoint-10 TEST artifacts on 2026-09-01.,23494,1223046,kidney_s0;liver_s0;tonsil_s0,kidney_s1;liver_s1;tonsil_s1,47b58bbfec248fadb420a3ee2072039375f23f2aae3ff5dc4146be2664e97a61,30632.855539,8.509127,15.501546,7.884646,9.383338,8397780353,canonical FullFT checkpoint size (provenance; weight may be retention-deleted),run/sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed44/log/2026-08-28T220820_sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed44/efficiency_metrics.json,run/sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed44/log/2026-08-28T220820_sthelar40x_klt_5class_slideind_foldA_fullft_lr1e-5_e10_seed44/inference_efficiency_metrics.json
held_out_slide_KLT,CellViT-SAM-H,FullFT,KLT,Kidney+Liver+Tonsil,44,B,COMPLETED,1524191,checkpoint_10 TEST,0.836229072,0.730623833,0.601451529,0.229977577,0.863014833,0.542575324,0.833900595,720138,866312,0.404698169,239460,292687,0.731800299,323210,377585,,0,0,0.199902234,14780,23635,699736523,699736523,100.000000000,,run/sthelar40x_klt_5class_slideind_foldB_fullft_lr1e-5_e10_seed44/log/2026-08-28T224255_sthelar40x_klt_5class_slideind_foldB_fullft_lr1e-5_e10_seed44/inference_results.json,Canonical completion re-established from checkpoint-10 TEST artifacts on 2026-09-01.,26335,1560219,kidney_s1;liver_s1;tonsil_s1,kidney_s0;liver_s0;tonsil_s0,ecb48f53f1b24e779857cc2415f3f61e87130e253e65857542adbf7ca5b3972e,26035.548125,7.232097,15.501546,7.884646,8.338075,8397780353,canonical FullFT checkpoint size (provenance; weight may be retention-deleted),run/sthelar40x_klt_5class_slideind_foldB_fullft_lr1e-5_e10_seed44/log/2026-08-28T224255_sthelar40x_klt_5class_slideind_foldB_fullft_lr1e-5_e10_seed44/efficiency_metrics.json,run/sthelar40x_klt_5class_slideind_foldB_fullft_lr1e-5_e10_seed44/log/2026-08-28T224255_sthelar40x_klt_5class_slideind_foldB_fullft_lr1e-5_e10_seed44/inference_efficiency_metrics.json
held_out_slide_KLT,CellViT-256,Frozen,KLT,Kidney+Liver+Tonsil,42,A,COMPLETED,1475937,official_pretrained,0.747747126,0.621585337,0.474524360,,0.833567515,,,,,,,,,,,,,,,,,0,46750349,0.000000000,,run/sthelar40x_klt_5class_slideind_foldA_cellvit256_frozen_seed42/eval/frozen_class_agnostic_results.json,,,,,,,,,,,,,,,
held_out_slide_KLT,CellViT-256,Frozen,KLT,Kidney+Liver+Tonsil,42,B,COMPLETED,1475938,official_pretrained,0.795420779,0.675882735,0.561385455,,0.857775898,,,,,,,,,,,,,,,,,0,46750349,0.000000000,,run/sthelar40x_klt_5class_slideind_foldB_cellvit256_frozen_seed42/eval/frozen_class_agnostic_results.json,,,,,,,,,,,,,,,
